1|[Cześć], co słychać?|Hi, how's it going?
4558|[Nie ma prostych odpowiedzi].|There are no simple answers.
4559|Prawda [zwykle leży pośrodku].|The truth usually lies somewhere in the middle.
4560|To [złożony problem].|That's a multifaceted problem.
4561|[Nie można wszystkich wrzucać do jednego worka].|You can't lump everyone together.
4562|Uogólnienia [nikomu nie pomagają].|Sweeping judgments don't help anyone.
4563|[Powinniśmy rozróżniać].|We should differentiate.
4564|[To zależy od konkretnego przypadku].|It depends on the individual case.
4565|Przyczyny [leżą głębiej].|The causes lie deeper.
4566|Problem [trzeba rozwiązać u źródła].|The problem has to be tackled at the root.
4567|Leczenie objawów [nie wystarczy].|Treating the symptoms isn't enough.
4568|[Potrzeba na to cierpliwości i wytrwałości].|It takes staying power.
4569|Zmiana [zaczyna się od małych rzeczy].|Change starts small.
4570|Każdy z nas [może coś od siebie dać].|Every individual can make a contribution.
4571|Drobne gesty [mogą wiele zdziałać].|Small gestures can achieve a lot.
4572|[Wszyscy jedziemy na tym samym wózku].|We're all in the same boat.
4573|Razem [jesteśmy silniejsi].|Together we are stronger.
4574|Społeczeństwo [jest tylko tak silne, jak jego najsłabsze ogniwo].|Society is only as strong as its weakest link.
4575|Zmian [nie da się zatrzymać].|Change can't be stopped.
4576|[Musimy aktywnie kształtować zmiany].|We have to actively shape change.
4577|O przyszłości [decyduje się dzisiaj].|The future is decided today.
4578|Następne pokolenie [będzie nas z tego rozliczać].|The next generation will judge us by it.
4579|[Ponosimy odpowiedzialność za przyszłe pokolenia].|We bear responsibility for future generations.
4580|Sprawiedliwość międzypokoleniowa [to kluczowa kwestia].|Intergenerational justice is a central concern.
4581|Młodzież [jest często niedoceniana].|Young people are often underestimated.
4582|Młodzi ludzie [chcą być traktowani poważnie].|Young people want to be taken seriously.
4583|Starsi [mają ogromny bagaż doświadczeń].|Older people have a wealth of experience.
4584|Dialog między pokoleniami [trzeba wspierać].|Dialogue between the generations must be promoted.
4585|Domy wielopokoleniowe [łączą młodych i starszych].|Multigenerational houses bring young and old together.
4586|Poczucie wspólnoty [gdzieś się zagubiło].|The sense of togetherness has been lost.
4587|[Musimy je odbudować].|We have to revive it.
4588|Nastroje w kraju [są przygnębione].|The mood in the country is subdued.
4589|[Panuje duża niepewność].|There's great uncertainty.
4590|Ludzie [tęsknią za stabilizacją].|People long for stability.
4591|Optymizm [jest zaraźliwy].|Confidence is contagious.
4592|[Są też powody do nadziei].|There's also reason for hope.
4593|Wiele [zmieniło się na lepsze].|Much has changed for the better.
4594|Postępu [nie da się nie zauważyć].|The progress is unmistakable.
4595|[Nie możemy narażać tego, co udało się osiągnąć].|We mustn't jeopardize what has been achieved.
4596|Zdobyczy [trzeba bronić].|The achievements must be defended.
4597|Wolność [nie jest dana raz na zawsze].|Freedom isn't something to take for granted.
4598|[Wiadomości czytam zwykle w internecie].|I usually read the news online.
4599|[Prenumeruję gazetę].|I've subscribed to the newspaper.
4600|[Korzystam z różnych źródeł informacji].|I get my information from various sources.
4601|[Nie należy wierzyć we wszystko, co jest w internecie].|You shouldn't believe everything that's on the internet.
4602|Wiadomość [rozeszła się lotem błyskawicy].|The news spread like wildfire.
4603|Filmik [stał się viralem].|The video went viral.
4604|[Obserwuję ją na Instagramie].|I follow her on Instagram.
4605|[Ma tysiące obserwujących].|He has thousands of followers.
4606|[Spędzam za dużo czasu na telefonie].|I spend too much time on my phone.
4607|Mój czas przed ekranem [jest przerażająco długi].|My screen time is alarmingly high.
4608|[Robię sobie cyfrową przerwę].|I'm taking a digital break.
4609|[Usunąłem tę aplikację].|I deleted the app.
4610|[Prawie już nie oglądam zwykłej telewizji].|I hardly watch regular TV anymore.
4611|[Wolę streaming].|I prefer streaming.
4612|Ten serial [strasznie wciąga].|The series is totally addictive.
4613|[Obejrzałem cały sezon w jeden weekend].|I watched the whole season in one weekend.
4614|[Lubię słuchać podcastów w drodze do pracy].|I like listening to podcasts while commuting.
4615|Ten podcast [jest dobrze przygotowany merytorycznie].|The podcast is well researched.
4616|Wywiad [był transmitowany na żywo].|The interview was broadcast live.
4617|Program [leci w każdą niedzielę o ósmej].|The show airs every Sunday at eight.
4618|Oglądalność [była rozczarowująca].|The viewing figures were disappointing.
4619|Konferencja prasowa [zaczyna się o dziesiątej].|The press conference starts at ten.
4620|Artykuł [jest płatny].|The article is behind a paywall.
4621|[Udostępniłem ten artykuł].|I shared the article.
4622|Nagłówek [jest sensacyjny].|The headline is sensational.
4623|To [clickbait].|That's clickbait.
4624|To [fałszywa informacja].|That's a false report.
4625|Informacja [została już sprostowana].|The report has since been corrected.
4626|[Zawsze sprawdzam źródło].|I always check the source.
4627|To [nie jest wiarygodne].|That's not reputable.
4628|Moje hasło [zostało zhakowane].|My password was hacked.
4629|[Korzystam z uwierzytelniania dwuskładnikowego].|I use two-factor authentication.
4630|[Regularnie robię kopię zapasową].|I make a backup regularly.
4631|Bateria [ciągle jest rozładowana].|The battery is always dead.
4632|Aktualizacja [wszystko spowolniła].|The update slowed everything down.
4633|[Zamówiłem w przedsprzedaży najnowszy telefon].|I preordered the latest phone.
4634|Technologia [rozwija się błyskawicznie].|Technology is developing rapidly.
4635|Sztuczna inteligencja [zmienia wiele branż].|Artificial intelligence is changing many industries.
4636|[Korzystam z pomocy AI].|I get help from an AI.
4637|Cyfryzacja [postępuje].|Digitalization is advancing.
4638|Internet na wsi [często jest wolny].|The internet in the countryside is often slow.
4639|[Wreszcie mamy światłowód].|We finally have fiber optics.
4640|Rynek mediów [przechodzi rewolucję].|The media landscape is undergoing upheaval.
4641|Tradycyjne gazety [walczą o przetrwanie].|Traditional newspapers are fighting for survival.
4642|Nakłady [spadają od lat].|Circulation has been falling for years.
4643|Rzetelne dziennikarstwo [ma swoją cenę].|Quality journalism comes at a price.
4644|Niezależność prasy [to wielka wartość].|The independence of the press is a precious asset.
4645|Wolność prasy [to filar demokracji].|Freedom of the press is a cornerstone of democracy.
4646|Dziennikarzom [coraz częściej się grozi].|Journalists are increasingly being threatened.
4647|Media [uchodzą za czwartą władzę].|The media are considered the fourth estate.
4648|Media publiczne [są krytykowane].|Public broadcasting is under fire.
4649|Abonament RTV [budzi kontrowersje].|The broadcasting fee is controversial.
4650|Relacje [były jednostronne].|The coverage was one-sided.
4651|Media [rozdmuchały ten temat].|The media hyped up the issue.
4652|Temat [został wyeksploatowany przez media].|The issue was exploited by the media.
4653|Prasa brukowa [żyje ze skandali].|The tabloid press lives off scandals.
4654|Granica między informacją a rozrywką [się zaciera].|The line between information and entertainment is blurring.
4655|Dezinformacja [rozprzestrzenia się w zawrotnym tempie].|Disinformation spreads incredibly fast.
4656|Fake newsy [podkopują zaufanie].|Fake news undermines trust.
4657|Weryfikacja faktów [jest ważniejsza niż kiedykolwiek].|Fact checks are more important than ever.
4658|Algorytmy [decydują o tym, co widzimy].|Algorithms determine what we see.
4659|[Żyjemy w bańkach informacyjnych].|We live in filter bubbles.
4660|Komory pogłosowe [wzmacniają istniejące poglądy].|Echo chambers reinforce existing opinions.
4661|Media społecznościowe [podsycają polaryzację].|Social media fuel polarization.
4662|Oburzenie [generuje zasięgi].|Outrage generates reach.
4663|Uwaga [to nowa waluta].|Attention is the new currency.
4664|Platformy [zarabiają na naszych danych].|Platforms earn money from our data.
4665|Jeśli produkt jest darmowy, [to ty jesteś produktem].|If the product is free, you are the product.
4666|Ochrona danych [jest często zaniedbywana].|Data protection is often neglected.
4667|[Lekkomyślnie udostępniamy dane osobowe].|We carelessly give away personal data.
4668|Prywatność [jest zagrożona w erze cyfrowej].|Privacy is under threat in the digital age.
4669|RODO [zapewnia większą przejrzystość].|The GDPR ensures more transparency.
4670|Obywatel pod stałą obserwacją [to od dawna rzeczywistość].|The transparent citizen has long been a reality.
4671|Inwigilację [często uzasadnia się bezpieczeństwem].|Surveillance is often justified by security.
4672|Cyberprzestępczość [dramatycznie rośnie].|Cybercrime is increasing dramatically.
4673|Firma [padła ofiarą ataku hakerskiego].|The company fell victim to a hacker attack.
4674|Dane [zostały zaszyfrowane, a hakerzy zażądali okupu].|The data was encrypted and a ransom demanded.
4675|Bezpieczeństwo IT [musi mieć najwyższy priorytet].|IT security must have top priority.
4676|Maile phishingowe [są coraz bardziej wyrafinowane].|Phishing emails are getting more and more sophisticated.
4677|[Nie należy klikać w podejrzane linki].|You shouldn't click on suspicious links.
4678|Sztuczna inteligencja [rodzi pytania etyczne].|Artificial intelligence raises ethical questions.
4679|Ta technologia [to jednocześnie przekleństwo i błogosławieństwo].|The technology is a blessing and a curse at the same time.
4680|Skutków [nie da się jeszcze przewidzieć].|The consequences can't be foreseen yet.
4681|Wiele miejsc pracy [może zniknąć].|Many jobs could disappear.
4682|Regulacje [nie nadążają za rozwojem].|Regulation lags behind development.
4683|Technologia [jest zawsze o krok przed ustawodawcą].|Technology is always one step ahead of legislation.
4684|Deepfake’ów [prawie nie da się już rozpoznać].|Deepfakes can hardly be recognized anymore.
4685|[Nie można już ufać własnym oczom].|You can no longer trust your own eyes.
4686|Kompetencje medialne [trzeba rozwijać od najmłodszych lat].|Media literacy must be promoted early on.
4687|Dzieci [dorastają jako cyfrowi tubylcy].|Children grow up as digital natives.
4688|Rodzice [często sobie nie radzą].|Parents are often overwhelmed.
4689|Czas, który dzieci spędzają przed ekranem, [powinien być ograniczony].|Children's screen time should be limited.
4690|Cyberprzemoc [ma katastrofalne skutki].|Cyberbullying has devastating consequences.
4691|Anonimowość w sieci [obniża bariery].|Anonymity online lowers inhibitions.
4692|W sieci [często panuje ostry ton].|The tone online is often harsh.
4693|[Spadła na niego fala hejtu].|The online storm of outrage broke over him.
4694|[Została publicznie postawiona pod pręgierzem].|She was publicly pilloried.
4695|Kultura unieważniania [budzi kontrowersje].|Cancel culture is debated controversially.
4696|Internet [nic nie zapomina].|The internet never forgets.
4697|Dziś każdy [może być nadawcą].|Everyone today is a potential broadcaster.
4698|Influencerzy [kształtują nawyki zakupowe młodych ludzi].|Influencers shape young people's consumer behavior.
4699|Kryptoreklama [musi być oznaczona].|Hidden advertising must be labeled.
4700|Autoprezentacja w sieci [wywołuje presję].|Self-presentation online creates pressure.
4701|[Ciągle porównujemy się z innymi].|People constantly compare themselves with others.
4702|To [negatywnie wpływa na poczucie własnej wartości].|That has a negative effect on self-esteem.
4703|Strach, że coś nas ominie, [jest powszechny].|The fear of missing out is widespread.
4704|Ciągła dostępność [jest obciążeniem].|Constant availability is a burden.
4705|Smartfon [stał się przedłużeniem naszego ciała].|The smartphone has become an extension of our body.
4706|[Bezmyślnie przewijamy feed].|We scroll mindlessly through the feed.
4707|Aplikacje [są projektowane tak, żeby uzależniały].|The apps are designed to be addictive.
4708|Nasza zdolność koncentracji [jest coraz krótsza].|Attention spans are getting shorter and shorter.
4709|[Staram się bardziej świadomie korzystać z mediów].|I'm trying to use media more consciously.
4710|[Wyłączyłem powiadomienia].|I've turned off notifications.
4711|[Wieczorem celowo odkładam telefon].|I deliberately put my phone away in the evening.
4712|Cyfrowy detoks [jest modny].|Digital detox is trendy.
4713|Cyfryzacja [daje ogromne możliwości].|Digitalization offers enormous opportunities.
4714|Administracja [zostaje w tyle z cyfryzacją].|The public administration is lagging behind in digitalization.
4715|Wielu spraw urzędowych [nie da się jeszcze załatwić online].|Many official procedures can't yet be done online.
4716|Faks [wciąż jest używany w wielu urzędach].|The fax machine is still in use in many offices.
4717|Infrastrukturę cyfrową [trzeba rozbudować].|The digital infrastructure must be expanded.
4718|Wykluczenie cyfrowe [dotyka osoby starsze].|The digital divide excludes older people.
4719|Nie każdy [ma dostęp do internetu].|Not everyone has access to the internet.
4720|Giganci technologiczni [mają ogromną władzę].|The tech giants have enormous power.
4721|Władzę rynkową platform [trzeba ograniczyć].|The market power of the platforms must be limited.
4722|Platformy [muszą brać odpowiedzialność za treści].|Platforms must take responsibility for content.
4723|Moderowanie treści [to balansowanie na linie].|Content moderation is a balancing act.
4724|Między wolnością słowa a mową nienawiści [granica jest cienka].|The line between free speech and hate speech is narrow.
4725|Innowacji [nie wolno dusić].|Innovation mustn't be stifled.
4726|Start-upy [są motorem innowacji].|Start-ups are the engine of innovation.
4727|Europa [musi nadrobić zaległości technologiczne].|Europe must catch up technologically.
4728|Uzależnienie od zagranicznych dostawców [to ryzyko].|Dependence on foreign providers is a risk.
4729|Suwerenność cyfrowa [staje się celem politycznym].|Digital sovereignty is becoming a political goal.
4730|Bez chmury [trudno sobie wyobrazić codzienne życie].|The cloud has become indispensable in everyday life.
4731|Centra danych [zużywają ogromne ilości prądu].|Data centers consume an enormous amount of electricity.
4732|Internet [ma spory ślad ekologiczny].|The internet has a considerable ecological footprint.
4733|Elektrośmieci [piętrzą się].|Electronic waste is piling up.
4734|Prawo do naprawy [ma zostać wzmocnione].|The right to repair is to be strengthened.
4735|Technologia [ma służyć człowiekowi, a nie odwrotnie].|Technology should serve people, not the other way round.
4736|[Nie możemy pozwolić, żeby technologia nami rządziła].|We mustn't let ourselves be ruled by technology.
4737|Człowiek [musi być w centrum].|People must be at the center.
4738|Tego procesu [nie da się już odwrócić].|The development can no longer be reversed.
4739|[Jesteśmy dopiero na początku].|We're only at the beginning.
4740|Przyszłość [jest cyfrowa].|The future is digital.
4741|Książka [i tak nie wymrze].|The book won't die out anyway.
4742|Słowo drukowane [wciąż ma swój urok].|The printed word still has its appeal.
4743|[Wolę prawdziwą książkę od czytnika].|I prefer a real book to an e-reader.
4744|Radio [przeżywa renesans dzięki podcastom].|Radio is having a renaissance thanks to podcasts.
4745|Kina [walczą z serwisami streamingowymi].|Cinemas are fighting the streaming services.
4746|Wspólne oglądanie telewizji wieczorem [prawie wymarło].|Watching TV together in the evening has almost died out.
4747|Każdy [ogląda, co chce i kiedy chce].|Everyone watches what they want, when they want.
4748|Mnogość ofert [przytłacza].|The abundance of choice is overwhelming.
4749|[Więcej czasu spędza się na szukaniu niż na oglądaniu].|You spend more time searching than watching.
4750|Produkcje [są coraz bardziej kosztowne].|The productions are getting more and more elaborate.
4751|Ten serial [to prawdziwy hit].|The series is a box-office hit.
4752|Recenzje [były mieszane].|The reviews were mixed.
4753|Film [trafił w czuły punkt].|The film struck a nerve.
4754|Dokument [wywołał szeroką debatę].|The documentary sparked a broad debate.
4755|Reportaż [ujawnia nieprawidłowości].|The report uncovers abuses.
4756|Dziennikarstwo śledcze [jest pracochłonne i drogie].|Investigative journalism is time-consuming and expensive.
4757|Śledztwo dziennikarskie [trwało ponad rok].|The research took over a year.
4758|Te rewelacje [wywołały spore poruszenie].|The revelations caused quite a stir.
4759|Sygnalista [zaryzykował swoją karierę].|The whistleblower risked his career.
4760|Ochrona źródeł [jest dla dziennikarzy niezbędna].|Source protection is indispensable for journalists.
4761|Gazeta [opublikowała sprostowanie].|The newspaper printed a correction.
4762|Redakcja [przeprosiła za błąd].|The editorial team apologized for the mistake.
4763|Wiarygodność [jest zagrożona].|Credibility is at stake.
4764|Zaufanie [łatwo stracić].|Trust is quickly lost.
4765|Media [ponoszą wielką odpowiedzialność].|The media bear a great responsibility.
4766|[Trzeba odróżniać relację od komentarza].|You have to distinguish between reporting and commentary.
4767|Komentarz [wyraża opinię autora].|The commentary reflects the author's opinion.
4768|Artykuł wstępny [wywołał dyskusje].|The editorial caused discussions.
4769|Listy od czytelników [były w większości krytyczne].|The letters to the editor were mostly critical.
4770|Sekcja komentarzy [to siedlisko nienawiści].|The comments section is a breeding ground for hate.
4771|Możliwość komentowania [została wyłączona].|The comments function was switched off.
4772|Kultura debaty [ucierpiała].|The culture of debate has suffered.
4773|Wyważone głosy [giną w zgiełku].|Nuanced voices get lost in the noise.
4774|Najgłośniejsze głosy [nie zawsze są najmądrzejsze].|The loudest voices aren't always the wisest.
4775|[Potrzebujemy więcej rzeczowości].|We need more objectivity.
4776|[Najpierw pomyśl, potem publikuj].|You should think first, then post.
4777|Jeden wpis [może zakończyć karierę].|One tweet can end a career.
4778|Komunikacja [zmieniła się od podstaw].|Communication has changed fundamentally.
4779|[Częściej piszemy, niż dzwonimy].|We write more than we call.
4780|Wiadomości głosowe [dzielą naród].|Voice messages divide the nation.
4781|Emotki [często zastępują całe zdania].|Emojis often replace whole sentences.
4782|Nieporozumienia [na czacie są nieuniknione].|Misunderstandings are inevitable in chats.
4783|Ton wypowiedzi [często ginie w piśmie].|Tone often gets lost in writing.
4784|Rozmowy w cztery oczy [nic nie zastąpi].|A personal conversation can't be replaced by anything.
4785|Zmiany klimatu [są już odczuwalne].|Climate change is already noticeable.
4786|Lata [są coraz gorętsze].|Summers are getting hotter and hotter.
4787|[Od tygodni nie padało].|It hasn't rained for weeks.
4788|Pola [są całkowicie wysuszone].|The fields are completely dried out.
4789|Zagrożenie pożarowe lasów [jest bardzo wysokie].|The risk of forest fires is very high.
4790|Powódź [zalała całe wsie].|The flood inundated entire villages.
4791|[Coraz częściej występują ekstremalne zjawiska pogodowe].|Extreme weather is increasing.
4792|Lodowce [topnieją].|The glaciers are melting.
4793|Poziom mórz [się podnosi].|The sea level is rising.
4794|[Musimy ograniczyć emisję CO2].|We have to reduce CO2 emissions.
4795|[Staram się żyć bardziej ekologicznie].|I'm trying to live more environmentally consciously.
4796|[Jeżdżę rowerem, kiedy tylko mogę].|I cycle as often as possible.
4797|[Korzystam z komunikacji miejskiej].|I use public transport.
4798|[Sprzedałem samochód].|I sold my car.
4799|[Jem mniej mięsa] ze względu na środowisko.|I eat less meat for the sake of the environment.
4800|[Korzystamy z zielonej energii].|We get green electricity.
4801|Mamy [panele słoneczne na dachu].|We have solar panels on the roof.
4802|Plastik [często trafia do morza].|Plastic often ends up in the sea.
4803|[Unikam plastiku jednorazowego].|I avoid single-use plastic.
4804|[Biorę ze sobą własny kubek].|I bring my own cup.
4805|Segregacja śmieci [jest w Niemczech obowiązkowa].|Separating waste is compulsory in Germany.
4806|System kaucyjny [dobrze działa].|The deposit system works well.
4807|Sam recykling [nie wystarczy].|Recycling alone isn't enough.
4808|Powietrze w mieście [jest złe].|The air in the city is bad.
4809|[Jest tu strefa czystego transportu].|There's a low-emission zone.
4810|Pszczołom [grozi wyginięcie].|Bees are threatened with extinction.
4811|Wiele gatunków [wymiera].|Many species are dying out.
4812|Las [jest chory].|The forest is sick.
4813|[Posadziliśmy drzewa].|We planted trees.
4814|[Kupuję owoce i warzywa z regionu].|I buy fruit and vegetables from the region.
4815|Produkty ekologiczne [są droższe, ale lepsze dla środowiska].|Organic products are more expensive but better for the environment.
4816|Środowisko [dotyczy nas wszystkich].|The environment concerns us all.
4817|Każdy [może coś wnieść].|Everyone can contribute something.
4818|Młodzież [demonstruje na rzecz lepszej ochrony klimatu].|Young people are demonstrating for more climate protection.
4819|Transformacja energetyczna [kosztuje dużo pieniędzy].|The energy transition costs a lot of money.
4820|Wiatraki [nie wszędzie są lubiane].|Wind turbines aren't popular everywhere.
4821|[Oszczędzamy energię, gdzie tylko możemy].|We save energy wherever we can.
4822|[Skręcam ogrzewanie].|I turn the heating down.
4823|[Biorę krótsze prysznice].|I take shorter showers.
4824|Samochody elektryczne [są coraz popularniejsze].|Electric cars are becoming more and more popular.
4825|Sieć ładowarek [trzeba rozbudować].|The charging infrastructure must be expanded.
4826|Latanie [szkodzi klimatowi].|Flying is bad for the climate.
4827|Globalne ocieplenie [postępuje w niesłabnącym tempie].|Global warming is advancing unchecked.
4828|Cel 1,5 stopnia [coraz bardziej się oddala].|The 1.5-degree target is receding into the distance.
4829|Skutki [już dziś są katastrofalne].|The consequences are already devastating today.
4830|[Zmierzamy ku katastrofie klimatycznej].|We're heading for a climate catastrophe.
4831|Punkty krytyczne [mogą wkrótce zostać przekroczone].|The tipping points could soon be crossed.
4832|Te zmiany [są nieodwracalne].|The changes are irreversible.
4833|Naukowcy [są zgodni].|Science is in agreement.
4834|Zmiany klimatu [są spowodowane przez człowieka].|Climate change is man-made.
4835|Negowanie zmian klimatu [jest nie do obrony z naukowego punktu widzenia].|Denying climate change is scientifically untenable.
4836|Czasu na działanie [jest niewiele].|Time to act is short.
4837|[Zbyt długo zwlekaliśmy].|We've hesitated too long.
4838|Politycy [muszą wreszcie wyznaczyć kierunek].|Politics must finally set the course.
4839|Cele klimatyczne [są regularnie nieosiągane].|The climate targets are regularly missed.
4840|Te działania [są dalece niewystarczające].|The measures are nowhere near enough.
4841|Odejście od węgla [trzeba przyspieszyć].|The coal phase-out must be accelerated.
4842|Paliwa kopalne [odchodzą do lamusa].|Fossil fuels are being phased out.
4843|Rozbudowa odnawialnych źródeł energii [postępuje zbyt wolno].|The expansion of renewable energy is progressing too slowly.
4844|Procedury pozwoleń [trwają o wiele za długo].|The approval procedures take far too long.
4845|Sieci energetyczne [nie są przystosowane do transformacji energetycznej].|The power grids aren't designed for the energy transition.
4846|Magazynowanie energii [to największe wyzwanie].|Storing electricity is the big challenge.
4847|Wodór [uchodzi za wielką nadzieję].|Hydrogen is seen as a beacon of hope.
4848|Cena emisji CO2 [ma tworzyć zachęty].|The carbon price is meant to create incentives.
4849|Zachowania szkodliwe dla środowiska [muszą stać się droższe].|Environmentally harmful behavior has to become more expensive.
4850|Kosztów [nie wolno przerzucać na najsłabszych].|The costs mustn't be passed on to the most vulnerable.
4851|Ochrona klimatu [musi być sprawiedliwa społecznie].|Climate protection has to be socially fair.
4852|Głównymi trucicielami [są bogate kraje uprzemysłowione].|The main polluters are the rich industrialized countries.
4853|Kraje Globalnego Południa [cierpią najbardziej].|The countries of the Global South suffer the most.
4854|Sprawiedliwość klimatyczna [to kwestia moralności].|Climate justice is a moral question.
4855|Migracji klimatycznej [będzie przybywać].|Climate-induced migration will increase.
4856|Całe regiony [staną się niezdatne do zamieszkania].|Entire regions will become uninhabitable.
4857|Adaptacja do zmian klimatu [jest nieunikniona].|Adapting to climate change is unavoidable.
4858|Miasta [muszą przygotować się na upały].|Cities have to arm themselves against heat.
4859|Więcej terenów zielonych [daje ochłodę].|More green spaces provide cooling.
4860|Betonowanie gruntów [pogłębia problem].|Sealing the ground makes the problem worse.
4861|Poziom wód gruntowych [niepokojąco spada].|The groundwater is sinking worryingly.
4862|Woda [staje się dobrem deficytowym].|Water is becoming a scarce commodity.
4863|Rolnictwo [musi się gruntownie przestawić].|Agriculture has to change fundamentally.
4864|Monokultury [szkodzą różnorodności biologicznej].|Monocultures damage biodiversity.
4865|Pestycydy [zanieczyszczają glebę i wody].|Pesticides pollute soil and water.
4866|Wymieranie owadów [jest alarmujące].|The insect decline is alarming.
4867|Bioróżnorodność [jest zagrożona].|Biodiversity is in danger.
4868|Wymieranie gatunków [osiągnęło bezprecedensową skalę].|Species extinction has reached an unprecedented scale.
4869|Ekosystemy [tracą równowagę].|Ecosystems are becoming unbalanced.
4870|Lasy deszczowe [są wycinane w zawrotnym tempie].|The rainforest is being cleared at a rapid pace.
4871|Oceany [się zakwaszają].|The oceans are acidifying.
4872|Rafy koralowe [obumierają].|The coral reefs are dying.
4873|Przełowienie [zagraża populacjom ryb].|Overfishing threatens stocks.
4874|Mikroplastik [jest dziś już wszędzie].|Microplastics can now be found everywhere.
4875|Zalewu plastiku [prawie nie da się już powstrzymać].|The flood of plastic can hardly be contained anymore.
4876|Gospodarka o obiegu zamkniętym [musi stać się normą].|The circular economy has to become the norm.
4877|Zasoby [są ograniczone].|Resources are finite.
4878|[Żyjemy kosztem przyszłych pokoleń].|We live at the expense of future generations.
4879|Dzień Długu Ekologicznego [co roku wypada wcześniej].|Earth Overshoot Day comes earlier every year.
4880|Nasz ślad ekologiczny [jest o wiele za duży].|Our ecological footprint is far too large.
4881|Samo wyrzeczenie [nie wystarczy].|Doing without alone won't be enough.
4882|[Potrzebne są innowacje technologiczne].|Technological innovation is needed.
4883|[Potrzebna jest jednak także zmiana myślenia].|But a change in thinking is also needed.
4884|Wzrost za wszelką cenę [nie jest zrównoważony].|Growth at any price isn't sustainable.
4885|Zrównoważony rozwój [nie może pozostać modnym hasłem].|Sustainability mustn't remain a buzzword.
4886|Wiele firm [uprawia greenwashing].|Many companies engage in greenwashing.
4887|Reklama [kreuje zielony wizerunek].|The advertising suggests a green image.
4888|Za tymi obietnicami [często kryje się niewiele konkretów].|There's often little substance behind the promises.
4889|Konsumentów [łatwo wprowadzić w błąd].|Consumers are easily deceived.
4890|Certyfikaty [ułatwiają orientację].|Labels provide guidance.
4891|Gąszcz certyfikatów [jest jednak nieprzejrzysty].|The jungle of labels is, however, confusing.
4892|Pojedynczy człowiek [nie zbawi świata].|The individual can't save the world.
4893|Główne dźwignie zmian [są w rękach polityki i biznesu].|The big levers lie with politics and business.
4894|Mimo to [liczy się każdy wkład].|Nevertheless, every contribution counts.
4895|[Ziarnko do ziarnka], a zbierze się miarka – także w ochronie klimatu.|Every little bit helps, in climate protection too.
4896|Ruch klimatyczny [wiele zdziałał].|The climate movement has achieved a lot.
4897|Protesty [wprowadziły ten temat do debaty publicznej].|The protests put the issue on the agenda.
4898|Formy protestu [budzą kontrowersje].|The forms of protest are not uncontroversial.
4899|Nieposłuszeństwo obywatelskie [dzieli opinię publiczną].|Civil disobedience divides opinions.
4900|Lęk klimatyczny [przytłacza wielu młodych ludzi].|Climate anxiety weighs on many young people.
4901|Rezygnacja [nie wchodzi w grę].|Resignation is not an option.
4902|[Jeszcze nie jest za późno].|It's not too late yet.
4903|Każda dziesiąta część stopnia [ma znaczenie].|Every tenth of a degree counts.
4904|Koszty bezczynności [są znacznie wyższe].|The costs of inaction are far higher.
4905|Ochrona klimatu [to inwestycja w przyszłość].|Climate protection is an investment in the future.
4906|Transformacja [jest technicznie wykonalna].|The transition is technically feasible.
4907|[Brakuje przede wszystkim woli politycznej].|What's mainly lacking is political will.
4908|Interesy lobbystów [hamują postęp].|Lobby interests are slowing progress.
4909|Przemysł [broni się przed surowszymi przepisami].|Industry is resisting stricter regulations.
4910|Branżę motoryzacyjną [czeka głęboka zmiana].|The automotive industry faces profound change.
4911|Silnik spalinowy [nie ma przyszłości].|The combustion engine has no future.
4912|Transformacja transportu [jest spóźniona].|The transport transition is overdue.
4913|Komunikacja miejska [musi stać się atrakcyjniejsza].|Public transport has to become more attractive.
4914|Deutschlandticket [był krokiem we właściwym kierunku].|The Germany ticket was a step in the right direction.
4915|Kolej [musi stać się bardziej niezawodna].|The railway has to become more reliable.
4916|Miasta [stają się bardziej przyjazne rowerzystom].|Cities are becoming more bike-friendly.
4917|Centra miast bez samochodów [podnoszą jakość życia].|Car-free city centers increase quality of life.
4918|Ruch lotniczy [musi być wyżej opodatkowany].|Air travel must be taxed more heavily.
4919|Wielu uważa, że loty krótkodystansowe [powinny zostać zakazane].|Many think short-haul flights should be banned.
4920|Debata o ograniczeniu prędkości [wciąż wybucha na nowo].|The debate about a speed limit keeps flaring up.
4921|Ten temat [budzi ogromne emocje].|The topic is highly emotionally charged.
4922|Zakazy [spotykają się z oporem].|Bans meet with resistance.
4923|Zachęty [są często skuteczniejsze niż zakazy].|Incentives are often more effective than bans.
4924|Akceptacja społeczna [ma kluczowe znaczenie].|Public acceptance is crucial.
4925|[Trzeba przekonać ludzi do tych zmian].|You have to bring people along.
4926|Ceny energii [mocno wzrosły].|Energy prices have risen sharply.
4927|Uzależnienie od importu energii [okazało się błędem].|Dependence on energy imports has proven to be a mistake.
4928|Efektywność energetyczna [to najtańsza ochrona klimatu].|Energy efficiency is the cheapest climate protection.
4929|Termomodernizacja budynków [postępuje bardzo opornie].|Building renovation is progressing only slowly.
4930|Pompa ciepła [rozgrzała emocje].|The heat pump heated tempers.
4931|Komunikacja rządu [była niefortunna].|The government's communication was unfortunate.
4932|Obywatele [poczuli się zaskoczeni].|Citizens felt taken by surprise.
4933|Stabilność planowania [jest ważna dla wszystkich].|Planning certainty is important for everyone.
