1|[Ahoj], jak se máš?|Hi, how's it going?
4840|Opatření [zdaleka nestačí].|The measures are nowhere near enough.
4841|Odchod od uhlí [se musí urychlit].|The coal phase-out must be accelerated.
4842|Fosilní paliva [jsou na odchodu].|Fossil fuels are being phased out.
4843|Rozvoj obnovitelných zdrojů [postupuje příliš pomalu].|The expansion of renewable energy is progressing too slowly.
4844|Povolovací řízení [trvají až příliš dlouho].|The approval procedures take far too long.
4845|Elektrické sítě [nejsou na energetickou transformaci stavěné].|The power grids aren't designed for the energy transition.
4846|Skladování elektřiny [je ta velká výzva].|Storing electricity is the big challenge.
4847|Vodík [je považován za velkou naději].|Hydrogen is seen as a beacon of hope.
4848|Cena za emise CO2 [má vytvořit motivaci].|The carbon price is meant to create incentives.
4849|Chování škodlivé pro životní prostředí [musí zdražit].|Environmentally harmful behavior has to become more expensive.
4850|Náklady [se nesmí přenést na ty nejslabší].|The costs mustn't be passed on to the most vulnerable.
4851|Ochrana klimatu [musí být sociálně spravedlivá].|Climate protection has to be socially fair.
4852|Hlavními viníky [jsou bohaté průmyslové země].|The main polluters are the rich industrialized countries.
4853|Země globálního Jihu [trpí nejvíc].|The countries of the Global South suffer the most.
4854|Klimatická spravedlnost [je otázkou morálky].|Climate justice is a moral question.
4855|Klimatická migrace [bude narůstat].|Climate-induced migration will increase.
4856|Celé oblasti [se stanou neobyvatelnými].|Entire regions will become uninhabitable.
4857|Přizpůsobení se změně klimatu [je nevyhnutelné].|Adapting to climate change is unavoidable.
4858|Města [se musí vyzbrojit proti vedrům].|Cities have to arm themselves against heat.
4859|Víc zeleně [pomáhá ochlazovat].|More green spaces provide cooling.
4860|Zabetonování půdy [problém ještě zhoršuje].|Sealing the ground makes the problem worse.
4861|Hladina podzemní vody [znepokojivě klesá].|The groundwater is sinking worryingly.
4862|Voda [se stává nedostatkovým zbožím].|Water is becoming a scarce commodity.
4863|Zemědělství [se musí zásadně změnit].|Agriculture has to change fundamentally.
4864|Monokultury [škodí biodiverzitě].|Monocultures damage biodiversity.
4865|Pesticidy [zatěžují půdu a vodu].|Pesticides pollute soil and water.
4866|Vymírání hmyzu [je alarmující].|The insect decline is alarming.
4867|Biodiverzita [je v ohrožení].|Biodiversity is in danger.
4868|Vymírání druhů [dosáhlo bezprecedentních rozměrů].|Species extinction has reached an unprecedented scale.
4869|Ekosystémy [ztrácejí rovnováhu].|Ecosystems are becoming unbalanced.
4870|Deštný prales [se kácí závratným tempem].|The rainforest is being cleared at a rapid pace.
4871|Oceány [se okyselují].|The oceans are acidifying.
4872|Korálové útesy [odumírají].|The coral reefs are dying.
4873|Nadměrný rybolov [ohrožuje rybí populace].|Overfishing threatens stocks.
4874|Mikroplasty [dnes najdeme úplně všude].|Microplastics can now be found everywhere.
4875|Záplavu plastů [už se skoro nedaří zastavit].|The flood of plastic can hardly be contained anymore.
4876|Oběhové hospodářství [se musí stát normou].|The circular economy has to become the norm.
4877|Zdroje [nejsou nekonečné].|Resources are finite.
4878|[Žijeme na úkor budoucích generací].|We live at the expense of future generations.
4879|Den ekologického dluhu [připadá každý rok dřív].|Earth Overshoot Day comes earlier every year.
4880|Naše ekologická stopa [je až příliš velká].|Our ecological footprint is far too large.
4881|Samotné omezování se [nebude stačit].|Doing without alone won't be enough.
4882|[Jsou potřeba technologické inovace].|Technological innovation is needed.
4883|[Potřebujeme ale i změnu myšlení].|But a change in thinking is also needed.
4884|Růst za každou cenu [není udržitelný].|Growth at any price isn't sustainable.
4885|Udržitelnost [nesmí zůstat jen módním slovem].|Sustainability mustn't remain a buzzword.
4886|Hodně firem [dělá greenwashing].|Many companies engage in greenwashing.
4887|Reklama [vytváří dojem zeleného image].|The advertising suggests a green image.
4888|Za těmi sliby [často moc není].|There's often little substance behind the promises.
4889|Spotřebitelé [se nechají snadno oklamat].|Consumers are easily deceived.
4890|Certifikace [pomáhají se zorientovat].|Labels provide guidance.
4891|V džungli různých značek [se ale člověk těžko vyzná].|The jungle of labels is, however, confusing.
4892|Jednotlivec [nemůže zachránit svět].|The individual can't save the world.
4893|Hlavní páky [mají v rukou politici a firmy].|The big levers lie with politics and business.
4894|Přesto [se počítá každý příspěvek].|Nevertheless, every contribution counts.
4895|[I malé kroky se počítají], i v ochraně klimatu.|Every little bit helps, in climate protection too.
4896|Klimatické hnutí [dosáhlo hodně].|The climate movement has achieved a lot.
4897|Protesty [dostaly téma na pořad dne].|The protests put the issue on the agenda.
4898|Formy protestu [nejsou úplně nesporné].|The forms of protest are not uncontroversial.
4899|Občanská neposlušnost [rozděluje názory].|Civil disobedience divides opinions.
4900|Klimatická úzkost [trápí spoustu mladých lidí].|Climate anxiety weighs on many young people.
4901|Rezignace [nepřichází v úvahu].|Resignation is not an option.
4902|Ještě [není pozdě].|It's not too late yet.
4903|Každá desetina stupně [se počítá].|Every tenth of a degree counts.
4904|Náklady nečinnosti [jsou mnohem vyšší].|The costs of inaction are far higher.
4905|Ochrana klimatu [je investice do budoucnosti].|Climate protection is an investment in the future.
4906|Ta změna [je technicky proveditelná].|The transition is technically feasible.
4907|[Chybí hlavně politická vůle].|What's mainly lacking is political will.
4908|Zájmy lobbistů [brzdí pokrok].|Lobby interests are slowing progress.
4909|Průmysl [se brání přísnějším pravidlům].|Industry is resisting stricter regulations.
4910|Automobilový průmysl [čeká zásadní proměna].|The automotive industry faces profound change.
4911|Spalovací motor [nemá budoucnost].|The combustion engine has no future.
4912|Proměna dopravy [je dávno na čase].|The transport transition is overdue.
4913|Městská hromadná doprava [musí být atraktivnější].|Public transport has to become more attractive.
4914|Deutschlandticket [byl krok správným směrem].|The Germany ticket was a step in the right direction.
4915|Železnice [musí být spolehlivější].|The railway has to become more reliable.
4916|Města [jsou čím dál přívětivější k cyklistům].|Cities are becoming more bike-friendly.
4917|Centra měst bez aut [zvyšují kvalitu života].|Car-free city centers increase quality of life.
4918|Letecká doprava [by se měla víc zdanit].|Air travel must be taxed more heavily.
4919|Hodně lidí si myslí, že [by se lety na krátké vzdálenosti měly zakázat].|Many think short-haul flights should be banned.
4920|Debata o rychlostním limitu [se neustále vrací].|The debate about a speed limit keeps flaring up.
4921|To téma [vyvolává silné emoce].|The topic is highly emotionally charged.
4922|Zákazy [narážejí na odpor].|Bans meet with resistance.
4923|Pobídky [bývají účinnější než zákazy].|Incentives are often more effective than bans.
4924|Podpora veřejnosti [je rozhodující].|Public acceptance is crucial.
4925|[Lidi je potřeba vzít s sebou].|You have to bring people along.
4926|Ceny energií [prudce vzrostly].|Energy prices have risen sharply.
4927|Závislost na dovozu energie [se ukázala jako chyba].|Dependence on energy imports has proven to be a mistake.
4928|Energetická účinnost [je nejlevnější ochrana klimatu].|Energy efficiency is the cheapest climate protection.
4929|Renovace budov [postupuje jen ztěžka].|Building renovation is progressing only slowly.
4930|Tepelná čerpadla [rozpálila emoce].|The heat pump heated tempers.
4931|Komunikace vlády [nebyla šťastná].|The government's communication was unfortunate.
4932|Občané [se cítili zaskočení].|Citizens felt taken by surprise.
4933|Jistota při plánování [je důležitá pro všechny].|Planning certainty is important for everyone.
4934|Ochrana přírody [a rozvoj větrné energie] jsou někdy v rozporu.|Nature conservation and wind power expansion are sometimes in conflict.
4935|[Je třeba zvážit protichůdné cíle].|It's a matter of weighing up conflicting goals.
4936|Národní parky [chrání nedotčenou přírodu].|National parks protect untouched nature.
4937|Příroda [potřebuje útočiště].|Nature needs refuges.
4938|Obnova rašelinišť [váže CO2].|Restoring peatlands captures CO2.
4939|Vlk [se vrátil do Německa].|The wolf has returned to Germany.
4940|Jeho návrat [vyvolává konflikty se zemědělci].|Its return is causing conflicts with farmers.
4941|Člověk [je součástí přírody, ne jejím vládcem].|Humans are part of nature, not its rulers.
4942|[Musíme žít v souladu s přírodou].|We have to live in harmony with nature.
4943|Příroda [vrací úder].|Nature is striking back.
4944|Ničení životního prostředí [má svou cenu].|Environmental destruction has its price.
4945|Pandemie [ukázala, jak jsme zranitelní].|The pandemic showed how vulnerable we are.
4946|Klimatická krize [je největší výzvou naší doby].|The climate crisis is the greatest challenge of our time.
4947|Lidstvo [stojí na rozcestí].|Humanity is at a crossroads.
4948|Dnešní rozhodnutí [utvářejí zítřejší svět].|Today's decisions shape tomorrow's world.
4949|[Nemáme žádnou planetu B].|There's no planet B.
4950|Zemi [máme jen vypůjčenou od svých dětí].|We've only borrowed the earth from our children.
4951|Ochrana životního prostředí [začíná u vlastního prahu].|Environmental protection starts on your own doorstep.
4952|[Snažím se zamýšlet nad tím, co kupuju].|I try to question my consumption.
4953|Potřebuju to [opravdu]?|Do I really need that?
4954|Méně [je často více].|Less is often more.
4955|Opravovat [místo vyhazovat].|Repair instead of throwing away.
4956|[Nové oblečení už skoro nekupuju].|I hardly buy new clothes anymore.
4957|Rychlá móda [má zničující následky].|Fast fashion has devastating consequences.
4958|Textilní průmysl [znečišťuje celé řeky].|The textile industry pollutes entire rivers.
4959|Pracovní podmínky [jsou často nelidské].|The working conditions are often inhumane.
4960|Cena [neodráží skutečné náklady].|The price doesn't reflect the true costs.
4961|Náklady na životní prostředí [se přenášejí na celou společnost].|The environmental costs are passed on to the general public.
4962|Princip znečišťovatel platí [se musí důsledně uplatňovat].|The polluter-pays principle must be consistently applied.
4963|Kdo znečišťuje životní prostředí, [ať za to zaplatí].|Whoever pollutes the environment should pay for it.
4964|Ekologická bilance [je vystřízlivující].|The environmental record is sobering.
4965|Pokrok [je příliš malý a příliš pomalý].|The progress is too small and too slow.
4966|[Musíme přidat plyn].|We have to step it up a gear.
4967|Doba výmluv [skončila].|The time for excuses is over.
4968|Činy, [ne slova]!|Actions, not words!
4969|V neděli [jsou volby do Spolkového sněmu].|The federal election is on Sunday.
4970|[K volbám jdu určitě].|I'm definitely going to vote.
4971|[Volil jsem poštou].|I voted by mail.
4972|Volební účast [byla vysoká].|Voter turnout was high.
4973|Ta strana [vyhrála volby].|The party won the election.
4974|Ta strana [neprošla přes pětiprocentní hranici].|The party failed to clear the five-percent threshold.
4975|Strany [jednají o koalici].|The parties are negotiating a coalition.
4976|Vláda [schválila nový zákon].|The government passed a new law.
4977|Zákon [vstoupí v platnost v lednu].|The law comes into force in January.
4978|Opozice [ten plán ostře kritizuje].|The opposition sharply criticizes the plan.
4979|Kancléř [pronesl projev].|The chancellor gave a speech.
4980|Ministryně [odstoupila].|The minister resigned.
4981|[Byl z toho skandál].|There was a scandal.
4982|Preference [klesly].|The poll ratings have fallen.
4983|Občané [jsou nespokojení s vládou].|Citizens are dissatisfied with the government.
4984|Hodně lidí [vychází do ulic].|Many are taking to the streets.
4985|Demonstrace [proběhla pokojně].|The demonstration was peaceful.
4986|[Podepsal jsem petici].|I signed a petition.
4987|Každý hlas [se počítá].|Every vote counts.
4988|Daně [se mají zvyšovat].|Taxes are to be raised.
4989|Rozpočet [je napjatý].|The budget is tight.
4990|Stát [musí šetřit].|The state has to save money.
4991|Byrokracie [je příliš složitá].|The bureaucracy is too complicated.
4992|[Musím na úřad].|I have to go to the authorities.
4993|[Podal jsem žádost].|I submitted an application.
4994|Žádost [byla zamítnuta].|The application was rejected.
4995|[Podávám odvolání].|I'm filing an objection.
4996|To [je zákonem zakázané].|That's prohibited by law.
4997|To [není dovolené].|That's not allowed.
4998|[Dostal pokutu].|He was fined.
4999|Rozsudek [ještě není pravomocný].|The verdict isn't final yet.
5000|[Potřebuju právníka].|I need a lawyer.
5001|[Znám svoje práva].|I know my rights.
5002|Policie [to vyšetřuje].|The police are investigating.
5003|Pachatel [byl zadržen].|The perpetrator was arrested.
5004|Evropa [musí užší spolupracovat].|Europe must work more closely together.
5005|EU [přijala nová pravidla].|The EU adopted new rules.
5006|Válka [donutila spoustu lidí k útěku].|The war forced many people to flee.
5007|Mír [není samozřejmost].|Peace isn't something to take for granted.
5008|Jednání [ztroskotala].|The negotiations failed.
5009|Obě země [podepsaly dohodu].|The two countries signed an agreement.
5010|Politika [mě hodně zajímá].|Politics interests me a lot.
5011|Koaliční jednání [jsou obtížná].|The coalition negotiations are proving difficult.
5012|Strany [mají k sobě programově daleko].|The parties are far apart on policy.
5013|[Dohodli se na minimálním konsenzu].|They agreed on a minimal consensus.
5014|Koaliční smlouva [je jen kompromis na papíře].|The coalition agreement is a paper compromise.
5015|Vláda [stojí na hliněných nohách].|The government is on shaky ground.
5016|Koalice [se rozpadla].|The coalition has collapsed.
5017|[Budou předčasné volby].|There will be new elections.
5018|Kancléř [požádal o vyslovení důvěry].|The chancellor called a vote of confidence.
5019|Opozice [vyčítá vládě selhání].|The opposition accuses the government of failure.
5020|Vláda [obvinění odmítá].|The government rejects the accusations.
5021|Ministr [se ocitl pod palbou kritiky].|The minister came under criticism.
5022|Rezignace [byla nevyhnutelná].|The resignation was inevitable.
5023|[Drží se své funkce zuby nehty].|He's clinging to his post.
5024|Aféra [nabírá stále větší rozměry].|The affair is spreading further and further.
5025|Obvinění [jsou závažná].|The accusations are serious.
5026|Vyšetřovací komise [má celou věc objasnit].|A committee of inquiry is to investigate the events.
5027|Transparentnost [nechává hodně na přání].|Transparency leaves a lot to be desired.
5028|Lobbing [má příliš velký vliv].|Lobbying has too much influence.
5029|Politika [se nesmí nechat ovládnout zájmovými skupinami].|Politics mustn't allow itself to be captured by interest groups.
5030|Předvolební sliby [se často nedodržují].|Election promises are often broken.
5031|Důvěryhodnost politiky [utrpěla].|The credibility of politics has suffered.
5032|Hodně voličů [se necítí zastoupených].|Many voters don't feel represented.
5033|Okrajové strany [získávají podporu].|The fringes are gaining support.
5034|Populismus [je na vzestupu].|Populism is on the rise.
5035|Populisté [nabízejí jednoduché odpovědi na složité otázky].|Populists offer simple answers to complex questions.
5036|Politický střed [se rozpadá].|The political center is eroding.
5037|Hráz proti extremistům [má vydržet].|The firewall (against extremists) is supposed to hold.
5038|Proti extremismu [se musí rázně bojovat].|Extremism must be resolutely combated.
5039|Demokracie [se musí umět bránit].|Democracy has to be able to defend itself.
5040|Dělba moci [je základním principem právního státu].|The separation of powers is a fundamental principle of the rule of law.
5041|Justice [musí zůstat nezávislá].|The judiciary must remain independent.
5042|Nikdo [nestojí nad zákonem].|Nobody is above the law.
5043|Spolkový ústavní soud [zákon zrušil].|The Federal Constitutional Court struck down the law.
5044|Ten zákon [je protiústavní].|The law is unconstitutional.
5045|Základní práva [platí pro všechny].|Basic rights apply to everyone.
5046|Základní práva [se smí omezit jen ve výjimečných případech].|Basic rights may only be restricted in exceptional cases.
5047|Federalismus [má své výhody i nevýhody].|Federalism has advantages and disadvantages.
5048|Spolkové země [trvají na svých pravomocích].|The states insist on their jurisdiction.
5049|Školství [je v kompetenci spolkových zemí].|Education is a matter for the states.
5050|Přetahovaná o pravomoci [ochromuje reformy].|Wrangling over responsibilities paralyzes the reforms.
5051|Ta reforma [je dávno na čase].|The reform is long overdue.
5052|Reforma [byla rozmělněna].|The reform was watered down.
5053|Návrh [naráží na široký odpor].|The draft is meeting widespread resistance.
5054|Návrh zákona [byl schválen ve Spolkovém sněmu].|The bill was passed in the Bundestag.
5055|Spolková rada [ho ještě musí schválit].|The Bundesrat still has to approve it.
5056|Zákon [neprošel komorou spolkových zemí].|The law failed in the state chamber.
5057|Ten záměr [je u ledu].|The project is on ice.
5058|Vláda [couvá].|The government is backpedaling.
5059|Ten obrat o 180 stupňů [přišel nečekaně].|The U-turn came as a surprise.
5060|Spor [se vede veřejně].|The dispute is being fought out in public.
5061|Vláda [nemluví jednotně].|The government doesn't speak with one voice.
5062|Komunikace [byla katastrofa].|The communication was a disaster.
5063|Občané [se cítí opomíjení].|Citizens feel ignored.
5064|Zapojení občanů [zvyšuje přijetí].|Citizen participation strengthens acceptance.
5065|Přímá demokracie [má taky svá úskalí].|Direct democracy has its pitfalls too.
5066|Referendum [může rozdělit společnost].|A referendum can divide society.
5067|Reforma volebního práva [je sporná].|The electoral reform is controversial.
5068|Volební věk [se má snížit na 16 let].|The voting age is to be lowered to 16.
5069|Strany [se ucházejí o přízeň mladých voličů].|The parties are courting young voters.
5070|Předvolební kampaň [se vede bez rukaviček].|The election campaign is being fought with no holds barred.
5071|Tón [zhrubl].|The tone has become harsher.
5072|Osobní útoky [nahrazují věcné argumenty].|Personal attacks replace factual arguments.
5073|Televizní duel [nepřinesl moc nového].|The TV debate brought little new.
5074|Kandidátka [dokázala bodovat].|The candidate scored points.
5075|[Zamotal se do vlastních slov].|He talked himself into trouble.
5076|Ten výrok [vyvolal pobouření].|The statement caused outrage.
5077|[Musel se veřejně omluvit].|He had to apologize publicly.
5078|Ten výrok [byl vytržen z kontextu].|The statement was taken out of context.
5079|Je [mistr rétoriky].|He's a master of rhetoric.
5080|[Otázce se obratně vyhýbá].|She skillfully dodges the question.
5081|[Chodí kolem horké kaše].|He's beating around the bush.
5082|To [je čistě symbolická politika].|That's pure symbolic politics.
5083|Po slovech [musí následovat činy].|Words must be followed by deeds.
5084|Vláda [musí dodat výsledky].|The government has to deliver.
5085|Průběžná bilance [je smíšená].|The interim assessment is mixed.
5086|Vláda [svoje cíle z velké části nesplnila].|The government has largely missed its targets.
5087|Rozpočet [se musí konsolidovat].|The budget must be consolidated.
5088|Dluhová brzda [omezuje manévrovací prostor].|The debt brake limits the room for maneuver.
5089|[Chybí investice do infrastruktury].|There's a lack of investment in infrastructure.
5090|Mosty a silnice [jsou v havarijním stavu].|Bridges and roads are dilapidated.
5091|Investiční dluh [je obrovský].|The investment backlog is enormous.
5092|Úřady [jsou přetížené].|The administration is overloaded.
5093|Řízení [se táhnou roky].|The procedures drag on for years.
5094|Snížení byrokracie [se slibuje už léta].|Cutting red tape has been promised for years.
5095|Daňové zatížení [je v mezinárodním srovnání vysoké].|The tax burden is high by international comparison.
5096|O daňové spravedlnosti [se vedou vášnivé debaty].|Tax fairness is controversially debated.
5097|Majetková daň [je citlivé téma].|The wealth tax is a hot-button issue.
5098|Daňové kličky [se musí zavřít].|Tax loopholes must be closed.
5099|Daňové úniky [nejsou žádná maličkost].|Tax evasion is no minor offense.
5100|Zahraniční politika [stojí před novými výzvami].|Foreign policy faces new challenges.
5101|Světový řád [prochází převratem].|The world order is in upheaval.
5102|Geopolitická situace [se dramaticky změnila].|The geopolitical situation has changed dramatically.
5103|Ten historický zlom [změnil všechno].|The turning point changed everything.
5104|Výdaje na obranu [mají růst].|Defense spending is to increase.
5105|Bundeswehr [je nedostatečně vybavený].|The German armed forces are inadequately equipped.
5106|O povinné vojenské službě [se znovu diskutuje].|Compulsory military service is being discussed again.
5107|Diplomacie [narazila na své hranice].|Diplomacy has reached its limits.
5108|Sankce [mají jen omezený účinek].|The sanctions are having only limited effect.
5109|Konflikt [hrozí eskalací].|The conflict threatens to escalate.
5110|Situace [je nesmírně napjatá].|The situation is extremely tense.
5111|Příměří [je křehké].|The ceasefire is fragile.
5112|Mírové rozhovory [uvázly na mrtvém bodě].|The peace talks have stalled.
5113|Mezinárodní společenství [musí jednat].|The international community is called upon.
5114|Humanitární situace [je katastrofální].|The humanitarian situation is catastrophic.
5115|Miliony lidí [jsou na útěku].|Millions are fleeing.
5116|Přijímání uprchlíků [staví obce před problémy].|Taking in refugees poses problems for municipalities.
5117|Obce [žádají od státu větší podporu].|The municipalities are demanding more support from the federal government.
5118|Migrační politika [rozděluje Evropu].|Migration policy divides Europe.
5119|[Je potřeba evropské řešení].|A European solution is needed.
5120|Vnější hranice [se mají lépe chránit].|The external borders are to be better protected.
5121|Právo na azyl [je lidské právo].|The right to asylum is a human right.
5122|Řízení [se musí zrychlit].|The procedures must be accelerated.
5123|Evropská unie [je mírový projekt].|The European Union is a peace project.
5124|EU [musí být akceschopnější].|The EU must become more capable of acting.
5125|Princip jednomyslnosti [ochromuje rozhodování].|The unanimity principle paralyzes decisions.
5126|Členské státy [sledují různé zájmy].|The member states pursue different interests.
5127|Brexit [zanechal hluboké stopy].|Brexit has left deep marks.
5128|Národní státy [se nerady vzdávají pravomocí].|Nation states are reluctant to give up powers.
5129|Vztahy [znatelně ochladly].|Relations have cooled noticeably.
5130|Rozhovory [proběhly v konstruktivní atmosféře].|The talks took place in a constructive atmosphere.
5131|[Shodli se na společném prohlášení].|They agreed on a joint declaration.
5132|Ta dohoda [je diplomatický průlom].|The agreement is a diplomatic breakthrough.
5133|Provedení [je jiná kapitola].|Implementation is another matter.
5134|Lidská práva [jsou šlapána po zemi].|Human rights are being trampled underfoot.
5135|Svoboda tisku [je systematicky omezována].|Freedom of the press is being systematically restricted.
5136|Opoziční politici [jsou pronásledováni].|Opposition figures are being persecuted.
5137|Režim [potlačuje jakoukoli kritiku].|The regime suppresses all criticism.
5138|Autokracie [získávají ve světě vliv].|Autocracies are gaining influence worldwide.
5139|Demokracie [je ve světě pod tlakem].|Democracy is under pressure worldwide.
5140|Samotné volby [ještě nedělají demokracii].|Elections alone don't make a democracy.
5141|Právní stát [není předmětem vyjednávání].|The rule of law is non-negotiable.
5142|Korupce [podkopává důvěru ve stát].|Corruption undermines trust in the state.
5143|Justice [ho potrestala pro výstrahu ostatním].|The judiciary made an example of him.
5144|Řízení [bylo zastaveno výměnou za zaplacení peněžité částky].|The proceedings were dropped in exchange for a fine.
5145|Obžalovaný [trvá na své nevině].|The defendant protests his innocence.
5146|V pochybnostech [ve prospěch obžalovaného].|When in doubt, in favor of the accused.
5147|Důkazy [jsou chabé].|The evidence is thin.
5148|[Byl zproštěn obžaloby pro nedostatek důkazů].|He was acquitted for lack of evidence.
5149|[Podal odvolání].|He has appealed.
5150|Případ [jde k vyšší instanci].|The case goes to the next instance.
5151|Rozsudek [vysílá jasný signál].|The verdict sends a signal.
5152|To [je precedens].|That's a precedent.
5153|Právní situace [je jednoznačná].|The legal situation is clear.
5154|Právní situace [není ani zdaleka jednoznačná].|The legal situation is anything but clear.
5155|To [je v právní šedé zóně].|That's in a legal gray area.
5156|Zákony [často zaostávají za realitou].|Laws often lag behind reality.
5157|Mít pravdu a dostat za pravdu [jsou dvě různé věci].|Being right and getting justice are two different things.
5158|Politika [je umění možného].|Politics is the art of the possible.
5159|Kompromisy [jsou podstatou demokracie].|Compromises are the essence of democracy.
5160|Demokracie [je nejhorší forma vlády, kromě všech ostatních].|Democracy is the worst form of government, except for all the others.
5161|Svobodu [je třeba každý den znovu bránit].|Freedom must be defended anew every day.
5162|Mlčení [nepřichází v úvahu].|Silence is not an option.
5163|Kdo nevolí, [nechává rozhodnutí na jiných].|Those who don't vote leave the decision to others.
5164|Politika [se týká nás všech].|Politics concerns us all.
5165|Ekonomika [roste jen pomalu].|The economy is growing only slowly.
5166|Inflace [vzrostla].|Inflation has risen.
5167|Ceny [rostou rychleji než mzdy].|Prices are rising faster than wages.
5168|Úrokové sazby [se zvýšily].|Interest rates were raised.
5169|Nezaměstnanost [klesla].|Unemployment has fallen.
5170|Hodně firem [naléhavě hledá zaměstnance].|Many companies are urgently looking for staff.
5171|Vývoz [se propadl].|Exports have collapsed.
5172|Firma [je ve ztrátě].|The company is making losses.
5173|Zisk [se zdvojnásobil].|Profit has doubled.
5174|Akcie [se zřítila].|The stock crashed.
5175|Cena akcií [vzrostla].|The share price has risen.
5176|[Investuju do fondu].|I invest in a fund.
5177|[Peníze je dobré rozložit].|You should spread your money widely.
5178|To riziko [je na mě moc vysoké].|The risk is too high for me.
5179|Banka [mi dala úvěr].|The bank gave me a loan.
5180|Úroky z úvěrů [jsou vysoké].|Loan interest rates are high.
5181|Nájmy [každý rok rostou].|Rents rise every year.
5182|Náklady na energie [zatěžují spoustu domácností].|Energy costs are a burden on many households.
5183|Minimální mzda [se zvýšila].|The minimum wage was raised.
5184|Odbory [požadují vyšší mzdy].|The unions are demanding higher pay.
5185|[Stávkuje se].|There's a strike on.
5186|Kolektivní vyjednávání [ztroskotalo].|The collective bargaining talks have failed.
5187|[Dohodli se na kompromisu].|They agreed on a compromise.
5188|Firma [přesouvá výrobu do zahraničí].|The company is moving production abroad.
5189|Hodně pracovních míst [je v ohrožení].|Many jobs are at risk.
5190|Závod [se zavírá].|The plant is being closed.
5191|Obor [je v krizi].|The industry is in crisis.
5192|Cestovní ruch [se vzpamatoval].|Tourism has recovered.
5193|Online obchod [silně roste].|Online retail is growing strongly.
5194|Malé obchody [to mají těžké].|Small shops are having a hard time.
5195|Dodavatelské řetězce [jsou přerušené].|The supply chains are disrupted.
5196|Poptávka [se propadla].|Demand has collapsed.
5197|Nabídka [je omezená].|Supply is scarce.
5198|Konkurence [je velká].|The competition is fierce.
5199|Firmu [někdo převzal].|The company was taken over.
5200|Ty dvě firmy [se slučují].|The two companies are merging.
5201|[Založila start-up].|She founded a start-up.
5202|Ten start-up [hledá investory].|The start-up is looking for investors.
5203|Ten nápad [se prosadil].|The idea caught on.
5204|Tržby [vzrostly o deset procent].|Revenue rose by ten percent.
5205|[Musíme snížit náklady].|We have to cut costs.
5206|Peníze [musí pracovat].|Money should be put to work.
5207|Ekonomika [znatelně zpomaluje].|The economy is cooling noticeably.
5208|Hospodářství [je na pokraji recese].|The economy is on the brink of recession.
5209|Ekonomika [se zmenšila].|The economy has shrunk.
5210|Prognózy [byly sníženy].|The forecasts were revised downward.
5211|Nálada v podnikatelské sféře [je pod psa].|The mood in the business world is subdued.
5212|Firmy [se drží zpátky s investicemi].|Companies are holding back on investments.
5213|Nejistota [ochromuje ochotu investovat].|Uncertainty is paralyzing willingness to invest.
5214|Německo [ztrácí na atraktivitě] jako místo pro podnikání.|Germany is losing its appeal as a business location.
5215|Ceny energií [jsou konkurenční nevýhodou].|Energy prices are a competitive disadvantage.
5216|Průmyslu [hrozí odchod do zahraničí].|Industry threatens to relocate.
5217|Deindustrializace [je skutečná hrozba].|Deindustrialization is a real danger.
5218|Malé a střední firmy [jsou páteří ekonomiky].|Small and medium-sized businesses are the backbone of the economy.
5219|Spousta rodinných firem [nemůže najít nástupce].|Many family businesses can't find a successor.
5220|Závislost na exportu [dělá ekonomiku zranitelnou].|Dependence on exports makes the economy vulnerable.
5221|Globalizace [má své vítěze i poražené].|Globalization has winners and losers.
5222|Obchodní spory [zatěžují světovou ekonomiku].|Trade conflicts are weighing on the global economy.
5223|Odvetná cla [ženou ceny nahoru].|Punitive tariffs drive prices up.
5224|Protekcionismus [celosvětově sílí].|Protectionism is increasing worldwide.
5225|Dodavatelské řetězce [musí být odolnější].|Supply chains must become more resilient.
5226|Závislost na jednotlivých zemích [je riskantní].|Dependence on individual countries is risky.
5227|Výroba [se vrací zpátky do Evropy].|Production is being brought back to Europe.
5228|Inflace [ukusuje z úspor].|Inflation is eating up savings.
5229|Kupní síla [výrazně klesla].|Purchasing power has fallen significantly.
5230|Centrální banka [zpřísňuje měnovou politiku].|The central bank is tightening monetary policy.
5231|Obrat v úrokových sazbách [dopadá hlavně na ty, kdo staví dům].|The interest rate turnaround mainly hits homebuilders.
5232|Ceny nemovitostí [se daly do pohybu směrem dolů].|Property prices have started to slide.
5233|Trh s nemovitostmi [je přehřátý].|The property market is overheated.
5234|Bublina [by mohla splasknout].|The bubble could burst.
5235|Trhy [reagovaly nervózně].|The markets reacted nervously.
5236|Burza [šla střemhlav dolů].|The stock market went into a slide.
5237|Kurzy [se propadly].|Prices collapsed.
5238|Investoři [utíkají do bezpečných přístavů].|Investors are fleeing to safe havens.
5239|Zlato [platí za krizovou měnu].|Gold is considered a crisis currency.
5240|Volatilita [je extrémně vysoká].|Volatility is extremely high.
5241|Spekulanti [sázejí na pokles kurzů].|Speculators are betting on falling prices.
5242|Kryptoměny [jsou vysoce spekulativní].|Cryptocurrencies are highly speculative.
5243|Člověk [by měl investovat jen peníze, které nepotřebuje].|You should only invest money you don't need.
5244|Kdo vysoko hraje, [nízko padá].|Those who gamble big can fall hard.
5245|Z dlouhodobého hlediska [se trpělivost vyplácí].|In the long term, patience pays off.
