1|[Hej], hvordan går det?|Hi, how's it going?
5211|Stemningen i erhvervslivet [er dæmpet].|The mood in the business world is subdued.
5212|Virksomhederne [holder igen med investeringerne].|Companies are holding back on investments.
5213|Usikkerheden [lammer lysten til at investere].|Uncertainty is paralyzing willingness to invest.
5214|Tyskland [mister sin tiltrækningskraft som erhvervsland].|Germany is losing its appeal as a business location.
5215|Energipriserne [er en konkurrencemæssig ulempe].|Energy prices are a competitive disadvantage.
5216|Industrien [truer med at flytte ud].|Industry threatens to relocate.
5217|Afindustrialisering [er en reel fare].|Deindustrialization is a real danger.
5218|De små og mellemstore virksomheder [er rygraden i økonomien].|Small and medium-sized businesses are the backbone of the economy.
5219|Mange familievirksomheder [kan ikke finde en efterfølger].|Many family businesses can't find a successor.
5220|Afhængigheden af eksport [gør økonomien sårbar].|Dependence on exports makes the economy vulnerable.
5221|Globaliseringen [har vindere og tabere].|Globalization has winners and losers.
5222|Handelskonflikter [tynger verdensøkonomien].|Trade conflicts are weighing on the global economy.
5223|Straftold [presser priserne i vejret].|Punitive tariffs drive prices up.
5224|Protektionismen [tager til i hele verden].|Protectionism is increasing worldwide.
5225|Forsyningskæderne [skal blive mere modstandsdygtige].|Supply chains must become more resilient.
5226|Afhængigheden af enkelte lande [er risikabel].|Dependence on individual countries is risky.
5227|Produktionen [bliver flyttet tilbage til Europa].|Production is being brought back to Europe.
5228|Inflationen [æder opsparingen].|Inflation is eating up savings.
5229|Købekraften [er faldet markant].|Purchasing power has fallen significantly.
5230|Centralbanken [strammer pengepolitikken].|The central bank is tightening monetary policy.
5231|Rentestigningerne [rammer især boligkøbere].|The interest rate turnaround mainly hits homebuilders.
5232|Boligpriserne [er begyndt at skride].|Property prices have started to slide.
5233|Boligmarkedet [er overophedet].|The property market is overheated.
5234|Boblen [kan briste].|The bubble could burst.
5235|Markederne [reagerede nervøst].|The markets reacted nervously.
5236|Børsen [gik i frit fald].|The stock market went into a slide.
5237|Kurserne [styrtdykkede].|Prices collapsed.
5238|Investorerne [søger mod sikre havne].|Investors are fleeing to safe havens.
5239|Guld [regnes for en kriseværdi].|Gold is considered a crisis currency.
5240|Volatiliteten [er ekstremt høj].|Volatility is extremely high.
5241|Spekulanter [satser på faldende kurser].|Speculators are betting on falling prices.
5242|Kryptovalutaer [er yderst spekulative].|Cryptocurrencies are highly speculative.
5243|Man [bør kun investere penge, man ikke har brug for].|You should only invest money you don't need.
5244|Den, der spiller højt, [kan falde dybt].|Those who gamble big can fall hard.
5245|På lang sigt [betaler tålmodighed sig].|In the long term, patience pays off.
5246|Renters rente-effekten [skal ikke undervurderes].|The compound interest effect shouldn't be underestimated.
5247|Privat pensionsopsparing [bliver vigtigere og vigtigere].|Private retirement provision is becoming more and more important.
5248|Folkepensionen [alene er ikke nok].|The state pension alone isn't enough.
5249|Pensionssystemet [skal reformeres].|The pension system must be reformed.
5250|Lønomkostningerne ud over lønnen [er for høje].|Non-wage labor costs are too high.
5251|Skatter og afgifter [rammer især lavtlønnede].|The tax burden weighs mainly on low earners.
5252|Reallønnen [er faldet].|Real wages have fallen.
5253|Lønforskellen [mellem mænd og kvinder] findes stadig.|The pay gap between men and women still exists.
5254|Lavtlønssektoren [er for stor].|The low-wage sector is too big.
5255|Mange [er nødt til at have flere jobs].|Many have to take several jobs.
5256|Usikre ansættelser [bliver mere udbredte].|Precarious employment is increasing.
5257|Platformsøkonomien [forandrer arbejdslivet].|The platform economy is changing the world of work.
5258|Proforma-selvstændighed [er et problem].|Bogus self-employment is a problem.
5259|Arbejdsmarkedet [er støvsuget].|The labor market is swept clean.
5260|Virksomhederne [kæmper om faglært arbejdskraft].|Companies are competing for skilled workers.
5261|Arbejdstagerne [sidder med de bedste kort].|Employees have the upper hand.
5262|Firedagesugen [bliver afprøvet].|The four-day week is being tested.
5263|Produktiviteten [skal op].|Productivity has to increase.
5264|Automatiseringen [erstatter rutineopgaver].|Automation is replacing routine tasks.
5265|Strukturforandringerne [rammer hele regioner].|Structural change is hitting entire regions.
5266|Kulregionerne [har brug for nye fremtidsudsigter].|The coal regions need new prospects.
5267|Staten [giver en hjælpende hånd].|The state is lending a helping hand.
5268|Subsidierne [forvrider konkurrencen].|Subsidies distort competition.
5269|Nogle mener, at staten [skal blande sig udenom økonomien].|Some say the state should stay out of the economy.
5270|Markedet [løser ikke alt].|The market doesn't regulate everything.
5271|Den sociale markedsøkonomi [har vist sit værd].|The social market economy has proven itself.
5272|Økonomisk vækst [er ikke et mål i sig selv].|Economic growth isn't an end in itself.
5273|BNP [måler ikke velstand].|GDP doesn't measure prosperity.
5274|Velstanden [er skævt fordelt].|Prosperity is unequally distributed.
5275|Koncentrationen af formuer [er bekymrende].|The concentration of wealth is worrying.
5276|De rigeste ti procent [ejer størstedelen af formuerne].|The richest ten percent own most of the wealth.
5277|Arv [øger uligheden].|Inheritances reinforce inequality.
5278|Arveafgiften [er fuld af undtagelser].|The inheritance tax is full of exemptions.
5279|Det [skal kunne betale sig] at yde en indsats.|Hard work should pay off.
5280|Selskabsskatten [er høj sammenlignet med andre lande].|Corporate taxes are high by comparison.
5281|Koncerner [flytter deres overskud til skattely].|Corporations shift their profits to tax havens.
5282|En global minimumsskat [skal forhindre det].|A global minimum tax is supposed to prevent that.
5283|Tilsynet med bankerne [er blevet skærpet].|Banking supervision was tightened.
5284|Finanskrisen [har sat sine spor].|The financial crisis left its mark.
5285|Bankerne [blev reddet med skatteydernes penge].|The banks were rescued with taxpayers' money.
5286|Gevinsterne [privatiseres, tabene socialiseres].|Profits are privatized, losses socialized.
5287|Statsgælden [er på rekordniveau].|National debt is at a record level.
5288|Dagens gæld [er morgendagens skat].|Today's debts are tomorrow's taxes.
5289|Nogle siger, at investeringer i fremtiden [retfærdiggør ny gæld].|Some say investments in the future justify new debt.
5290|Andre [insisterer på sunde offentlige finanser].|Others insist on sound public finances.
5291|Debatten [er ideologisk ladet].|The debate is ideologically charged.
5292|Økonomerne [er uenige].|The economists disagree.
5293|De økonomiske vismænd [har nedjusteret deres prognose].|The council of economic experts lowered its forecast.
5294|Den økonomiske politik [giver de forkerte incitamenter].|Economic policy sets the wrong incentives.
5295|Opsvinget [lader vente på sig].|The upturn is a long time coming.
5296|Der [er de første tegn på bedring].|There are first signs of a recovery.
5297|Bunden [ser ud til at være nået].|The low point seems to have been passed.
5298|Økonomien [kommer op i fart igen].|The economy is picking up speed again.
5299|Ordrebeholdningen [er så høj som længe].|The order backlog is as high as it has been in a long time.
5300|Virksomheden [ekspanderer til udlandet].|The company is expanding abroad.
5301|Virksomheden [er førende på verdensmarkedet i sin niche].|The company is the world market leader in its niche.
5302|De skjulte mestre [præger den tyske økonomi].|The hidden champions shape the German economy.
5303|Firmaet [har genopfundet sig selv].|The company has reinvented itself.
5304|Forretningsmodellen [er ikke længere tidssvarende].|The business model is no longer up to date.
5305|Disruption [rammer etablerede virksomheder hårdt].|Disruption hits established companies hard.
5306|Den, der ikke fornyer sig, [bliver hægtet af].|Those who don't innovate fall behind.
5307|Iværksætterkulturen [er underudviklet i Tyskland].|The start-up culture is underdeveloped in Germany.
5308|At fejle [er stigmatiseret her i landet].|Failure is stigmatized in this country.
5309|Der [mangler venturekapital].|There's a lack of venture capital.
5310|Start-uppen [er vurderet til en milliard].|The start-up is valued at one billion.
5311|Opkøbet [blev forbudt af konkurrencemyndighederne].|The takeover was blocked by the antitrust authorities.
5312|Markedsmagten [skal begrænses].|Market power must be limited.
5313|Monopoler [skader forbrugerne].|Monopolies harm consumers.
5314|Konkurrence [er godt for forretningen].|Competition is good for business.
5315|Kundetilfredsheden [kommer i første række].|Customer satisfaction comes first.
5316|Virksomhedens image [har lidt et alvorligt knæk].|The company's image has suffered badly.
5317|Skandalen [har rystet kundernes tillid].|The scandal shook customers' trust.
5318|Direktøren [måtte gå af].|The CEO had to step down.
5319|Aktionærerne [er utilfredse].|The shareholders are annoyed.
5320|Generalforsamlingen [var turbulent].|The annual general meeting was turbulent.
5321|Udbyttet [blev skåret ned].|The dividend was cut.
5322|Direktørlønningerne [er under kritik].|Executive salaries are under fire.
5323|Bonusserne [kan ikke forsvares].|The bonuses can't be justified.
5324|Virksomhedskulturen [skal ændres].|The corporate culture has to change.
5325|Bæredygtig drift [bliver en konkurrencefordel].|Sustainable business is becoming a competitive advantage.
5326|Forbrugerne [lægger mere og mere vægt på bæredygtighed].|Consumers are paying increasing attention to sustainability.
5327|Forsyningskædeloven [stiller krav til virksomhederne].|The supply chain law holds companies accountable.
5328|Virksomhederne [har ansvar for deres underleverandører].|Companies bear responsibility for their suppliers.
5329|Børnearbejde [må ikke tolereres].|Child labor must not be tolerated.
5330|Omkostningerne [bliver sendt videre til kunderne].|The costs are passed on to customers.
5331|Avancerne [er hårfine].|The margins are wafer-thin.
5332|Regnestykket [går ikke op].|The math doesn't work out.
5333|Forretningen [kan først betale sig efter flere år].|The business only pays off after years.
5334|Startinvesteringen [er betydelig].|The initial investment is considerable.
5335|Cost-benefit-analysen [falder positivt ud].|The cost-benefit analysis is positive.
5336|Når alt kommer til alt, [er der et overskud].|At the end of the day, there's a profit.
5337|Vi [er tilbage i sort].|We're back in the black.
5338|Virksomheden [er dybt forgældet].|The company is heavily in debt.
5339|Konkursen [kunne ikke længere afværges].|Bankruptcy could no longer be averted.
5340|En investor [har reddet virksomheden].|An investor saved the company.
5341|Rekonstruktionen [lykkedes].|The restructuring succeeded.
5342|Økonomi [er ikke en eksakt videnskab].|Economics is not an exact science.
5343|Fremtiden [kan ikke forudsiges].|The future can't be predicted.
5344|Penge alene [gør ikke lykkelig], men de beroliger.|Money alone doesn't make you happy, but it's reassuring.
5345|Forskerne [har gjort en vigtig opdagelse].|The researchers made an important discovery.
5346|Undersøgelsen [viser en klar sammenhæng].|The study shows a clear connection.
5347|Resultaterne [er overraskende].|The results are surprising.
5348|Eksperimentet [er slået fejl].|The experiment failed.
5349|Vi [er nødt til at gentage forsøget].|We have to repeat the experiment.
5350|Teorien [blev bekræftet].|The theory was confirmed.
5351|Det [er videnskabeligt bevist].|That's scientifically proven.
5352|Der [er endnu ingen beviser for det].|There's no proof of that yet.
5353|Forskningen [er stadig i sin vorden].|The research is still in its infancy.
5354|Den nye vaccine [er meget effektiv].|The new vaccine is very effective.
5355|Medicinen [er i testfasen].|The drug is in the testing phase.
5356|Sygdommen [kan endnu ikke helbredes].|The disease isn't curable yet.
5357|Den forventede levealder [er steget].|Life expectancy has risen.
5358|Lægevidenskaben [har gjort store fremskridt].|Medicine has made great progress.
5359|Jeg [interesserer mig for astronomi].|I'm interested in astronomy.
5360|Raketten [blev opsendt med succes].|The rocket launched successfully.
5361|Sonden [har nået Mars].|The probe reached Mars.
5362|Universet [er ufatteligt stort].|The universe is unimaginably large.
5363|Jeg [har set en dokumentar om hjernen].|I watched a documentary about the brain.
5364|Hjernen [er forbløffende tilpasningsdygtig].|The brain is amazingly adaptable.
5365|Søvn [er vigtig for hukommelsen].|Sleep is important for memory.
5366|Evolutionen [tog millioner af år].|Evolution took millions of years.
5367|Dinosaurerne [uddøde for 66 millioner år siden].|The dinosaurs died out 66 million years ago.
5368|Jorden [drejer rundt om solen].|The earth revolves around the sun.
5369|Vand [koger ved hundrede grader].|Water boils at a hundred degrees.
5370|Formlen [er ret kompliceret].|The formula is pretty complicated.
5371|Matematik [var aldrig min stærke side].|Math was never my strong point.
5372|Jeg [læser fysik].|I study physics.
5373|Hun [tager en ph.d. i biologi].|She's doing a PhD in biology.
5374|Han [forsker på universitetet].|He does research at the university.
5375|Laboratoriet [er udstyret med det nyeste teknologi].|The lab is equipped with state-of-the-art technology.
5376|Dataene [skal analyseres].|The data has to be analyzed.
5377|Statistik [kan være misvisende].|Statistics can be misleading.
5378|Undersøgelsen [er ikke repræsentativ].|The survey isn't representative.
5379|Stikprøven [var for lille].|The sample was too small.
5380|Opfindelsen [har forandret vores liv].|The invention changed our lives.
5381|Han [har fået Nobelprisen].|He received the Nobel Prize.
5382|Videnskab [lever af tvivl].|Science thrives on doubt.
5383|Nysgerrighed [driver forskningen].|Curiosity drives research.
5384|Jeg [har læst en artikel i et fagtidsskrift].|I read an article in a specialist journal.
5385|Genetikken [gør lynhurtige fremskridt].|Genetics is making rapid progress.
5386|Pandemien [viste, hvor vigtig forskning er].|The pandemic showed the importance of research.
5387|Hypotesen [kunne ikke bekræftes].|The hypothesis couldn't be verified.
5388|Resultaterne [strider imod den gængse opfattelse].|The findings contradict the prevailing view.
5389|Undersøgelsen [blev offentliggjort i et anerkendt fagtidsskrift].|The study was published in a renowned journal.
5390|Artiklen [har været igennem fagfællebedømmelse].|The paper went through the peer-review process.
5391|Resultaterne [kunne ikke reproduceres].|The results couldn't be reproduced.
5392|Metoden [har betydelige mangler].|The methodology has considerable shortcomings.
5393|Stikprøven [siger ikke ret meget].|The sample isn't meaningful.
5394|Korrelation [er ikke det samme som kausalitet].|Correlation doesn't mean causation.
5395|Dataene [giver ikke grundlag for en entydig konklusion].|The data doesn't allow a clear conclusion.
5396|Resultaterne [skal tages med et gran salt].|The results should be taken with a grain of salt.
5397|Der [er brug for yderligere undersøgelser].|Further investigation is required.
5398|Der [er ikke forsket meget i emnet].|There's little research on the subject.
5399|Der [er videnskabelig konsensus].|There's scientific consensus.
5400|Fagfolk [er delte].|Experts are divided.
5401|Tesen [er omstridt].|The thesis is controversial.
5402|Teorien [anses nu for at være modbevist].|The theory is now considered refuted.
5403|Gennembruddet [kom efter mange års arbejde].|The breakthrough came after years of work.
5404|Opdagelsen [kan revolutionere lægevidenskaben].|The discovery could revolutionize medicine.
5405|Det [åbner helt nye muligheder].|That opens up entirely new possibilities.
5406|Grundforskningen [er kronisk underfinansieret].|Basic research is chronically underfunded.
5407|Forskningsmidlerne [blev skåret ned].|Research funding was cut.
5408|Eksterne midler [er meget eftertragtede].|Third-party funding is highly sought after.
5409|Videnskaben [må ikke styres af økonomiske interesser].|Science mustn't be steered by economic interests.
5410|Forskningsfriheden [er forankret i grundloven].|Freedom of research is enshrined in the Basic Law.
5411|Den etiske komité [har godkendt projektet].|The ethics committee approved the project.
5412|Genteknologien [rejser etiske spørgsmål].|Genetic engineering raises ethical questions.
5413|Gensaksen [kan måske helbrede arvelige sygdomme].|Gene editing could cure hereditary diseases.
5414|Indgreb i kimbanen [er tabu].|Interventions in the germ line are taboo.
5415|Vi [må ikke lege Gud].|We mustn't play God.
5416|Stamcelleforskningen [er strengt reguleret].|Stem cell research is strictly regulated.
5417|Dyreforsøg [er et etisk dilemma].|Animal testing is an ethical dilemma.
5418|Der [forskes i alternativer til dyreforsøg].|Research is being done into alternatives to animal testing.
5419|Det kliniske forsøg [blev stoppet før tid].|The clinical trial was stopped early.
5420|Bivirkningerne [var større end gavnen].|The side effects outweighed the benefits.
5421|Medicinen [blev godkendt].|The drug was approved.
5422|Godkendelsen [tager ofte flere år].|Approval often takes years.
5423|Viljen til at lade sig vaccinere [er faldet].|Willingness to get vaccinated has fallen.
5424|Skepsissen over for videnskaben [er vokset].|Skepticism toward science has increased.
5425|Benægtelse af videnskab [er farlig].|Science denial is dangerous.
5426|Formidlingen af videnskab [skal forbedres].|Science communication must be improved.
5427|Forskere [skal forklare deres arbejde, så folk kan forstå det].|Researchers have to explain their work understandably.
5428|Kompleksiteten [kan ikke bare reduceres efter behag].|Complexity can't be reduced at will.
5429|Videnskaben [leverer ikke absolutte sandheder].|Science doesn't deliver absolute truths.
5430|Erkendelse [er altid foreløbig].|Knowledge is always provisional.
5431|Fejltagelser [er en del af erkendelsesprocessen].|Error is part of the process of gaining knowledge.
5432|Vi [står på skuldrene af giganter].|We stand on the shoulders of giants.
5433|Forskningen [bygger videre på tidligere resultater].|Research builds on earlier findings.
5434|Tværfagligt samarbejde [er nøglen].|Interdisciplinary cooperation is the key.
5435|Grænserne mellem fagene [udviskes].|The boundaries between the disciplines are blurring.
5436|Kunstig intelligens [sætter fart i forskningen].|Artificial intelligence is accelerating research.
5437|AI [har forudsagt proteiners struktur].|AI predicted the structure of proteins.
5438|Datamængderne [er næsten ikke til at håndtere længere].|The volumes of data can hardly be managed anymore.
5439|Computerkraften [fordobles med jævne mellemrum].|Computing power doubles regularly.
5440|Kvantecomputere [kan måske knække krypteringen].|Quantum computers could crack encryption.
5441|Fusionsenergi [ses som fremtidens energikilde].|Nuclear fusion is seen as the energy source of the future.
5442|Der [er stadig lang vej] til kommerciel brug.|There's still a long way to go before commercial use.
5443|Rumfarten [oplever et boom].|Space travel is booming.
5444|Private virksomheder [presser sig ud i rummet].|Private companies are pushing into space.
5445|Rumaffaldet [bliver et problem].|Space debris is becoming a problem.
5446|Jagten på liv i rummet [fascinerer menneskeheden].|The search for extraterrestrial life fascinates humanity.
5447|Teleskopet [leverer knivskarpe billeder].|The telescope delivers razor-sharp images.
5448|Billederne [viser galakser i udkanten af universet].|The images show galaxies at the edge of the universe.
5449|Det [overstiger vores forestillingsevne].|That's beyond our imagination.
5450|Fysikken [støder på sine grænser].|Physics is reaching its limits.
5451|Relativitetsteorien [har ændret vores verdensbillede].|The theory of relativity changed our view of the world.
5452|Naturlovene [gælder overalt i universet].|The laws of nature apply everywhere in the universe.
5453|Klimamodellen [beregner forskellige scenarier].|The climate model calculates various scenarios.
5454|Prognoserne [er behæftet med usikkerhed].|The forecasts are subject to uncertainties.
5455|Måleværdierne [ligger over gennemsnittet].|The measurements are above average.
5456|Værdierne [svinger meget].|The values fluctuate strongly.
5457|Kurven [flader ud].|The curve is flattening.
5458|Tendensen [er tydelig].|The trend is clear.
5459|Tallene [taler deres tydelige sprog].|The numbers speak for themselves.
5460|Datagrundlaget [er entydigt].|The data is clear.
5461|Resultaterne [skal omsættes til praksis].|The findings must be put into practice.
5462|Der [er en kløft] mellem teori og praksis.|There's a gap between theory and practice.
5463|Forskningen [skal tjene det fælles bedste].|Research must serve the common good.
5464|Resultaterne [bør være frit tilgængelige].|The results should be freely accessible.
5465|Open access [vinder langsomt frem].|Open access is slowly catching on.
5466|De videnskabelige forlag [tjener styrtende på det].|Academic publishers make a fortune from it.
5467|Presset for at publicere [er enormt].|The pressure to publish is enormous.
5468|Den, der ikke publicerer, [går til grunde].|Publish or perish.
5469|Unge forskere [hopper fra kontrakt til kontrakt].|Young scientists move from contract to contract.
5470|De tidsbegrænsede stillinger [driver mange væk fra forskningen].|Fixed-term contracts drive many out of academia.
5471|Hjerneflugten [svækker landet som forskningsnation].|The brain drain weakens the country as a place for research.
5472|De dygtigste hoveder [flytter til udlandet].|The best minds are moving abroad.
5473|Universiteterne [konkurrerer internationalt om talenterne].|Universities compete internationally for talent.
5474|Eliteinitiativet [skal fremme forskning i verdensklasse].|The Excellence Initiative is meant to promote cutting-edge research.
5475|Forskningsprojektet [får støtte fra EU].|The research project is funded by the EU.
5476|Forskergruppen [samarbejder på tværs af landegrænser].|The research group works together internationally.
5477|Konferencen [samler førende eksperter].|The conference brings together leading experts.
5478|Foredraget [vakte stor interesse].|The lecture met with great interest.
5479|Spørgerunden [var livlig].|The Q&A session was lively.
5480|Tesen [har sat gang i en kontroversiel debat].|The thesis sparked a controversial debate.
5481|Hun [regnes for en kapacitet på sit område].|She's regarded as a leading authority in her field.
5482|Han [har udført pionerarbejde].|He did pioneering work.
5483|Resultaterne [har fundet vej til lærebøgerne].|The findings have made their way into the textbooks.
5484|Det [er den nyeste viden på området].|That's the current state of research.
5485|Ud fra den nuværende viden [er det ufarligt].|According to current knowledge, that's harmless.
5486|Det [kan ikke udelukkes].|That can't be ruled out.
5487|Sandsynligheden [er forsvindende lille].|The probability is vanishingly small.
5488|Risikoen [er til at overskue].|The risk is manageable.
5489|Langtidsvirkningerne [kendes endnu ikke].|The long-term effects are still unknown.
5490|Forskerne [står over for en gåde].|Research is facing a mystery.
5491|Fænomenet [er stadig uforklaret].|The phenomenon remains unexplained to this day.
5492|Mennesket [bruger kun en brøkdel af sin hjerne] – en myte.|Humans only use a fraction of their brain, a myth.
5493|Den myte [er sejlivet].|This myth is stubborn.
5494|Det [holder ikke videnskabeligt].|That's scientifically untenable.
5495|Det [er pseudovidenskab].|That's pseudoscience.
5496|Anekdoter [kan ikke erstatte undersøgelser].|Anecdotes don't replace studies.
5497|Undtagelsen [bekræfter reglen].|The exception proves the rule.
5498|Det [bør man forholde sig kritisk til].|You should question that critically.
5499|Skepsis [er en videnskabelig dyd].|Skepticism is a scientific virtue.
5500|Ekstraordinære påstande [kræver ekstraordinære beviser].|Extraordinary claims require extraordinary evidence.
5501|Psykologien [udforsker menneskets adfærd].|Psychology studies human behavior.
5502|Underbevidstheden [styrer mange beslutninger].|The subconscious steers many decisions.
5503|Vi [tror, vi er mere rationelle, end vi er].|We think we're more rational than we are.
5504|Kognitive bias [påvirker vores dømmekraft].|Cognitive biases influence our judgment.
5505|Bekræftelsesbias [er meget udbredt].|Confirmation bias is widespread.
5506|Vi [leder efter information, der bekræfter vores holdning].|We look for information that confirms our opinion.
5507|Neurovidenskaben [giver fascinerende indsigt].|Neuroscience provides fascinating insights.
5508|Hjernen [danner hele tiden nye forbindelser].|The brain constantly forms new connections.
5509|Læring [forandrer hjernen].|Learning changes the brain.
5510|Man [er aldrig for gammel til at lære].|You're never too old to learn.
5511|Epigenetikken [viser, at miljøet påvirker generne].|Epigenetics shows that the environment influences genes.
5512|Arv og miljø [spiller sammen].|Nature and nurture work together.
5513|Spørgsmålet [er lige så gammelt som menneskeheden].|The question is as old as humanity.
5514|Filosofien [stiller de spørgsmål, videnskaben ikke kan besvare].|Philosophy asks the questions science can't answer.
5515|Jo mere vi ved, [desto mere indser vi, hvad vi ikke ved].|The more we know, the more we realize what we don't know.
5516|Jeg ved, [at jeg intet ved].|I know that I know nothing.
5517|Nysgerrigheden [er begyndelsen på al videnskab].|Curiosity is the beginning of all science.
5518|Viden [er magt].|Knowledge is power.
5519|Jeg [forbereder mig til eksamen].|I'm preparing for the exam.
5520|Jeg [har bestået eksamen].|I passed the exam.
5521|Jeg [er dumpet til eksamen].|I failed the exam.
5522|Jeg [skal tage eksamen om].|I have to retake the exam.
5523|Jeg [læser en time hver dag].|I study for an hour every day.
5524|Jeg [har læst hele natten].|I studied all night.
5525|Karakteren [betyder ikke så meget for mig].|The grade isn't that important to me.
5526|Jeg [fik 12].|I got an A.
5527|Han [har taget studentereksamen].|He graduated from high school.
5528|Jeg [er blevet optaget på medicin].|I enrolled in medicine.
5529|Semestret [starter i oktober].|The semester starts in October.
5530|Jeg [er ved at skrive min bacheloropgave].|I'm writing my bachelor's thesis.
5531|Afleveringen [er om to uger].|The deadline is in two weeks.
5532|Jeg [har fået et legat].|I got a scholarship.
5533|Jeg [tager et semester i udlandet].|I'm doing a semester abroad.
5534|Forelæsningen [er totalt overfyldt].|The lecture is completely overcrowded.
5535|Jeg [pjækker fra seminaret i dag].|I'm skipping the seminar today.
5536|Jeg [har holdt et oplæg om Goethe].|I gave a presentation on Goethe.
5537|Lektierne [tager en evighed].|The homework takes forever.
5538|Læreren [er meget tålmodig].|The teacher is very patient.
5539|Undervisningen [er blevet aflyst].|Class was canceled.
5540|Børnene [har ferie].|The kids are on vacation.
5541|Min søn [starter i skole næste år].|My son starts school next year.
5542|Hun [er en dygtig elev].|She's a good student.
5543|Han [har problemer i matematik].|He's having problems in math.
5544|Han [får lektiehjælp].|He's getting tutoring.
5545|Jeg [er under uddannelse som pædagog].|I'm training to be a preschool teacher.
5546|Jeg [går på sprogkursus].|I'm attending a language course.
5547|Jeg [har lært tysk i to år].|I've been learning German for two years.
5548|Jeg [gør fremskridt].|I'm making progress.
5549|Grammatikken [er svær].|The grammar is difficult.
5550|Jeg [blander altid kønnene sammen].|I always mix up the articles.
5551|Jeg [lærer gloserne med flashcards].|I learn the words with flashcards.
5552|Jeg [øver mig hver dag med en app].|I practice every day with an app.
5553|Jeg [har en sprogmakker].|I have a language exchange partner.
5554|Jeg [tør ikke tale endnu].|I don't dare to speak yet.
5555|Fejl [er en del af at lære].|Mistakes are part of learning.
5556|[Øvelse gør mester].|Practice makes perfect.
5557|Jeg [tænker nogle gange allerede på tysk].|I sometimes already think in German.
5558|Jeg [har bestået B2-certifikatet].|I passed the B2 certificate.
5559|Jeg [forstår næsten alt], men det er svært for mig at tale.|I understand almost everything, but speaking is hard for me.
5560|Jeg [læser tyske bøger for at udvide mit ordforråd].|I read German books to expand my vocabulary.
5561|Jeg [ser serier på tysk med undertekster].|I watch series in German with subtitles.
5562|Dialekten [er svær at forstå].|The dialect is hard to understand.
5563|Uddannelse [er nøglen til succes].|Education is the key to success.
5564|Man [bliver aldrig færdig med at lære].|You never stop learning.
5565|Uddannelsessystemet [trænger til en reform].|The education system is in need of reform.
5566|Skolerne [er nedslidte og underfinansierede].|The schools are dilapidated and underfunded.
5567|Der [er akut mangel på lærere].|There's an acute shortage of teachers.
5568|Mange timer [bliver aflyst uden vikar].|Many lessons are canceled without replacement.
5569|Folk fra andre brancher [skal fylde hullerne ud].|Career changers are supposed to fill the gaps.
5570|Klasserne [er for store].|The classes are too big.
5571|Den individuelle støtte [bliver tabt på gulvet].|Individual support falls by the wayside.
5572|Hvordan det går i skolen, [afhænger meget af hjemmet].|Educational success depends heavily on family background.
5573|Børn fra socialt udsatte familier [er dårligere stillet].|Children from disadvantaged families are at a disadvantage.
5574|Det tredelte skolesystem [er under kritik].|The three-tier school system is criticized.
5575|Valget af videregående skole [træffes for tidligt].|The decision about secondary school is made too early.
5576|Digitaliseringen af skolerne [går kun trægt].|The digitalization of schools is progressing slowly.
5577|Der [mangler tablets og stabilt wi-fi].|There's a lack of tablets and stable Wi-Fi.
5578|Lærerne [er tit ikke godt nok uddannet til det].|Teachers are often not adequately trained.
5579|Tavleundervisningen [er på vej ud].|Teacher-centered instruction is on the way out.
5580|Eleverne [skal lære at arbejde selvstændigt].|Students are supposed to learn independently.
5581|Kritisk tænkning [skal fremmes].|Critical thinking must be encouraged.
5582|At lære udenad [er ikke nok i sig selv].|Rote learning alone isn't enough.
5583|Læseplanerne [er overlæssede].|The curricula are overloaded.
5584|Skolen [skal forberede en på livet].|School is supposed to prepare you for life.
5585|Praktiske hverdagskompetencer [bliver nedprioriteret].|Everyday skills get short shrift.
5586|Økonomisk dannelse [mangler i læseplanen].|Financial literacy is missing from the curriculum.
5587|Heldagsskolen [bliver udbygget].|All-day schooling is being expanded.
5588|Inklusionen [overbelaster mange skoler].|Inclusion overwhelms many schools.
5589|PISA-resultaterne [var nedslående].|The PISA results were sobering.
5590|Læsefærdighederne [er blevet dårligere].|Reading skills have declined.
5591|Hvert fjerde barn [kan ikke læse ordentligt].|One in four children can't read properly.
5592|Den tidlige læring i barndommen [er afgørende].|Early childhood education is crucial.
5593|Børnehaver [er læringssteder, ikke opbevaringssteder].|Daycare centers are educational institutions, not storage places.
5594|Pædagogerne [er dårligt lønnet].|Preschool teachers are poorly paid.
5595|Uddannelse [må ikke afhænge af, hvor mange penge man har].|Education mustn't depend on how much money you have.
5596|Det [er gratis at studere].|University study is tuition-free.
5597|Leveomkostningerne [er det egentlige problem].|The cost of living is the real problem.
5598|Mange studerende [er nødt til at arbejde ved siden af].|Many students have to work on the side.
5599|SU'en [rækker knap nok til at leve af].|Student aid is barely enough to live on.
5600|Frafaldet på studierne [er højt].|The dropout rate is high.
5601|Universiteterne [er overfyldte].|The universities are overcrowded.
5602|Adgangskvotienten [er ekstremt høj].|The admission grade requirement is extremely high.
5603|Bologna-reformen [har gjort studiet mere skoleagtigt].|The Bologna reform made university more like school.
5604|Uddannelsen [er for langt fra praksis].|The degree is too far removed from practice.
5605|Erhvervsuddannelserne med praktik [er en succeshistorie].|The dual vocational training system is a success.
5606|Erhvervsuddannelserne [nyder ikke den anseelse, de fortjener].|Vocational training doesn't enjoy the reputation it deserves.
