1|[Hoi], hoe gaat het?|Hi, how's it going?
4232|Ik [prop je er ergens tussen].|I'll squeeze you in somewhere.
4233|Dat [past qua tijd niet].|I can't fit that in time-wise.
4234|Dat [botst met een andere afspraak].|That clashes with another appointment.
4235|We [moeten een nieuwe datum zoeken].|We have to find a new date.
4236|Ik [laat van me horen zodra ik meer weet].|I'll get in touch as soon as I know more.
4237|De datum [staat nog niet vast].|The date hasn't been set yet.
4238|Dat [blijft voorlopig zo].|That stays as it is for now.
4239|We [houden die optie open].|We're keeping the option open.
4240|Dat [beslis ik op het moment zelf].|I'll decide that spontaneously.
4241|Ik [plan niet graag zo ver vooruit].|I don't like planning so far ahead.
4242|Ik [ben een gewoontedier].|I'm a creature of habit.
4243|Ik [heb een vaste ochtendroutine].|I have a fixed morning routine.
4244|Ik [sta elke dag om zes uur op, ook in het weekend].|I get up at six every day, even at weekends.
4245|'s Ochtends [kom ik moeilijk mijn bed uit].|I find it hard to get out of bed in the morning.
4246|Ik [heb drie keer op snooze gedrukt].|I hit snooze three times.
4247|Ik [ben laat] omdat de bus niet kwam.|I'm running late because the bus didn't come.
4248|Ik [heb me in de tijd vergist].|I got the time wrong.
4249|Ik [dacht dat we pas om acht uur hadden afgesproken].|I thought we weren't meeting until eight.
4250|Ik [was het tijdsverschil vergeten].|I forgot about the time difference.
4251|De klok [wordt zondag verzet].|The clocks change on Sunday.
4252|We [raken een uur slaap kwijt].|We lose an hour of sleep.
4253|De dagen [worden weer langer].|The days are getting longer again.
4254|Het [wordt om vijf uur al donker].|It's getting dark at five already.
4255|Het jaar [is voorbijgevlogen].|The year flew by.
4256|Ik [kan haast niet geloven dat het al december is].|I can hardly believe it's already December.
4257|Kerst [staat voor de deur].|Christmas is just around the corner.
4258|Ik [heb nog geen cadeautjes gekocht].|I haven't gotten any presents yet.
4259|We [vieren oud en nieuw bij vrienden].|We're celebrating New Year's Eve with friends.
4260|Ik [heb goede voornemens voor het nieuwe jaar].|I have good resolutions for the new year.
4261|De voornemens [hielden precies een week stand].|The resolutions lasted exactly one week.
4262|Ik [stel het steeds weer uit].|I keep putting it off.
4263|Ik [doe dat morgenochtend meteen].|I'll do that first thing tomorrow morning.
4264|Dat [kan wachten tot volgende week].|That can wait until next week.
4265|Dat [moet vandaag nog de deur uit].|That has to go out today.
4266|Ik [werk tegen de klok].|I'm working against the clock.
4267|De tijd [begint te dringen].|Time is running out.
4268|We [liggen op schema].|We're on schedule.
4269|We [lopen achter op schema].|We're lagging behind schedule.
4270|Dat [duurt langer dan gedacht].|That's taking longer than expected.
4271|Dat [ging sneller dan verwacht].|That went faster than expected.
4272|Ik [neem er de tijd voor].|I'll make time for it.
4273|Voor zoiets [heb ik geen tijd].|I don't have time for something like that.
4274|Ik [verspil mijn tijd].|I'm wasting my time.
4275|Dat [is pure tijdverspilling].|That's a complete waste of time.
4276|Ik [sla de tijd dood].|I'm killing time.
4277|Ik [weet me geen raad met mezelf].|I don't know what to do with myself.
4278|De tijd [kruipt voorbij].|Time is passing at a snail's pace.
4279|Ik [verlies vaak het besef van tijd].|I often lose track of time.
4280|Ik [ben de tijd compleet vergeten].|I completely forgot the time.
4281|Vroeger [was alles anders].|Things used to be different.
4282|Dat [was voor mijn tijd].|That was before my time.
4283|Toen [bestonden er nog geen mobieltjes].|Back then there were no cell phones.
4284|In mijn tijd [speelden we buiten].|In my day we played outside.
4285|Dat [is al een eeuwigheid geleden].|That was an eternity ago.
4286|Dat [is nog niet eens zo lang geleden].|That wasn't that long ago.
4287|Sindsdien [is er veel veranderd].|A lot has changed since then.
4288|In de toekomst [wil ik meer reizen].|In the future I want to travel more.
4289|Over tien jaar [zie ik mezelf in het buitenland wonen].|In ten years I see myself abroad.
4290|Ooit [koop ik een huis aan zee].|Someday I'll buy myself a house by the sea.
4291|Vroeg of laat [komt de waarheid aan het licht].|Sooner or later the truth comes out.
4292|Na een tijdje [went het wel].|You get used to it over time.
4293|Dat [heeft gewoon tijd nodig].|That just takes time.
4294|Het [is nooit te laat om iets nieuws te beginnen].|It's never too late to start something new.
4295|Nu [of nooit]!|Now or never!
4296|De tijd [is rijp].|The time is ripe.
4297|De datum [ligt vast als een huis].|The date is set in stone.
4298|We [moeten de planning aanscherpen].|We need to tighten the schedule.
4299|Het project [loopt vertraging op].|The project has fallen behind schedule.
4300|De termijn [is verstreken].|The deadline has passed.
4301|We [hebben de deadline met een week verlengd].|We extended the deadline by a week.
4302|Dat [moet binnen de termijn worden ingediend].|That has to be submitted on time.
4303|De kwestie [duldt geen uitstel].|The matter brooks no delay.
4304|Dat [heeft de hoogste prioriteit].|That's of the utmost urgency.
4305|Het [wordt hoog tijd].|It's high time.
4306|We [hebben geen tijd te verliezen].|We have no time to lose.
4307|We [zijn onze tijd ver vooruit].|We're way ahead of our time.
4308|Hij [is een kind van zijn tijd].|He's a child of his time.
4309|Het idee [is zijn tijd vooruit].|The idea is ahead of its time.
4310|Dat [is allang achterhaald].|That's long outdated.
4311|De tijden [zijn veranderd].|Times have changed.
4312|We [leven in een snelle tijd].|We live in fast-moving times.
4313|Alles [moet tegenwoordig meteen gebeuren].|Everything has to happen immediately these days.
4314|Onthaasten [doet me goed].|Slowing down does me good.
4315|Ik [neem bewust momenten van rust].|I consciously take breaks.
4316|Ik [leef in het hier en nu].|I live in the here and now.
4317|Ik [geniet van het moment].|I'm enjoying the moment.
4318|Carpe diem – [pluk de dag].|Carpe diem: seize the day.
4319|Je [moet elke dag leven alsof het je laatste is].|You should live every day as if it were your last.
4320|Ik [treur niet om gemiste kansen].|I don't mourn missed opportunities.
4321|Ik [kijk graag terug op die tijd].|I like looking back on that time.
4322|Dat [waren de mooiste jaren van mijn leven].|Those were the best years of my life.
4323|Terugkijkend [zou ik veel anders doen].|Looking back, I'd do a lot differently.
4324|Achteraf [is iedereen wijs].|Hindsight is always twenty-twenty.
4325|Had ik dat [maar eerder geweten]!|If only I'd known that sooner!
4326|Als ik [de tijd kon terugdraaien]…|If I could turn back time…
4327|Dat [behoort tot het verleden].|That's a thing of the past.
4328|De tijd [staat niet stil].|Time doesn't stand still.
4329|Het [gaat zoals het gaat].|What will be will be.
4330|Dat [zal de tijd leren].|Time will tell.
4331|[Even afwachten maar].|Wait and see.
4332|We [wachten af hoe het zich ontwikkelt].|We'll wait and see how things develop.
4333|Het onderwerp [ligt voor onbepaalde tijd in de ijskast].|The topic is on ice indefinitely.
4334|Het evenement [is voor onbepaalde tijd uitgesteld].|The event was postponed indefinitely.
4335|Ik [kan op een antwoord wachten tot ik een ons weeg].|I'll be waiting forever for an answer.
4336|Hij [komt altijd op het allerlaatste moment].|He always turns up at the last minute.
4337|Zij [is de stiptheid zelve].|She's punctuality personified.
4338|Stiptheid [is de beleefdheid der koningen].|Punctuality is the politeness of kings.
4339|Het academisch kwartier [is gebruikelijk op de universiteit].|Starting a quarter past is normal at university.
4340|We [beginnen stipt op tijd].|We start on the dot.
4341|De trein [was op de minuut nauwkeurig op tijd].|The train arrived exactly on time.
4342|We [hebben het net op tijd gehaald].|We made it just in time.
4343|Het scheelde maar een haar [of we hadden de vlucht gemist].|We came within a whisker of missing the flight.
4344|Ik [had buiten de waard gerekend].|I reckoned without my host.
4345|De timing [was perfect].|The timing was perfect.
4346|Je [komt als geroepen].|You've come just at the right moment.
4347|Je [komt ongelegen].|You've come at a bad time.
4348|Ik [kom toch hopelijk niet ongelegen]?|I hope I'm not coming at a bad time.
4349|Dat [komt me heel goed uit].|That suits me very well.
4350|Bij gelegenheid [laat ik van me horen].|I'll get in touch when I get the chance.
4351|Ik [wacht op het juiste moment].|I'm waiting for the right moment.
4352|Ik [heb het juiste moment gemist].|I missed the right moment.
4353|Je [moet het ijzer smeden als het heet is].|You have to strike while the iron is hot.
4354|Zo'n kans [krijg je niet snel weer].|The opportunity won't come again so soon.
4355|Ik [heb de kans van mijn leven gegrepen].|I seized the chance of a lifetime.
4356|Wie te laat komt, [wordt door het leven gestraft].|Life punishes those who come too late.
4357|Uitstel [is geen afstel].|Postponed isn't canceled.
4358|Ik [ben een notoire uitsteller].|I'm a notorious procrastinator.
4359|Ik [doe alles op het laatste nippertje].|I do everything at the last minute.
4360|Onder tijdsdruk [werk ik het best].|I work best under time pressure.
4361|Ik [heb een weekplanning gemaakt].|I've made myself a weekly plan.
4362|Ik [stel prioriteiten op basis van urgentie].|I set priorities by urgency.
4363|[Eerst het belangrijkste].|First things first.
4364|Ik [deel mijn tijd goed in].|I manage my time well.
4365|Ik [benut elke vrije minuut].|I use every free minute.
4366|De dagen [zijn gewoon te kort].|The days are just too short.
4367|Een dag [zou meer dan 24 uur moeten hebben].|The day should have more than 24 hours.
4368|Ik [ben 24 uur per dag bereikbaar].|I'm reachable around the clock.
4369|Na werktijd [ben ik niet meer bereikbaar].|After work I'm no longer reachable.
4370|Het weekend [is voor het gezin].|The weekend belongs to the family.
4371|Op zondag [is het bij ons rustdag].|Sunday is our day of rest.
4372|De zomervakantie [duurt zes weken].|The summer holidays last six weeks.
4373|[Die brugdag vrij nemen] is echt de moeite waard.|The bridge day is worth taking off.
4374|Ik [neem een lang weekend].|I'm taking a long weekend.
4375|De feestdagen [waren veel te snel voorbij].|The holidays were over far too quickly.
4376|Ik [kom er pas eind volgende week aan toe].|I won't get to it until the end of next week.
4377|Dat [duurt nog wel even].|That will take a while yet.
4378|Dat [kan weken duren].|That could take weeks.
4379|Het [duurde een halve eeuwigheid].|It took ages.
4380|In een handomdraai [was alles geregeld].|Everything was done in no time.
4381|Dat [was in een mum van tijd gedaan].|That was done in a flash.
4382|Hij [was in een flits terug].|He was back in a flash.
4383|Van het ene op het andere moment [moest ik verhuizen].|I had to move at a moment's notice.
4384|Van de ene op de andere dag [was alles anders].|Overnight everything was different.
4385|Van oudsher [vieren we het zo].|We've always celebrated like this.
4386|Dat [is altijd al zo geweest].|It's always been like this.
4387|Af en toe [gun ik mezelf een vrije dag].|Now and then I treat myself to a day off.
4388|Zo nu en dan [spreken we nog af].|Every now and then we still meet up.
4389|Een enkele keer [denk ik terug aan vroeger].|Every so often I think back to the old days.
4390|Dag in, dag uit [hetzelfde].|The same thing day in, day out.
4391|Jaar in, jaar uit [gaan ze naar dezelfde plek].|Year in, year out they go to the same place.
4392|De uren [kropen voorbij].|The hours dragged on and on.
4393|De tijd [stond stil].|Time stood still.
4394|Het [was een moment voor de eeuwigheid].|It was a moment for eternity.
4395|Tijd [is het kostbaarste wat we hebben].|Time is the most precious thing we have.
4396|De tijd [heelt niet alle wonden, maar wel veel].|Time doesn't heal all wounds, but it heals many.
4397|Alles [heeft zijn tijd].|There's a time for everything.
4398|Morgen [is er weer een dag], zei ze rustig.|Tomorrow is another day, she said calmly.
4399|We [zijn op het laatste moment van gedachten veranderd].|We changed our minds at the last minute.
4400|De bijeenkomst [vindt met regelmatige tussenpozen plaats].|The meeting takes place at regular intervals.
4401|De samenleving [vergrijst steeds meer].|Society is getting older and older.
4402|De demografische verandering [stelt ons voor grote uitdagingen].|Demographic change presents us with major challenges.
4403|Steeds meer mensen [wonen alleen].|More and more people live alone.
4404|De kloof tussen arm en rijk [wordt steeds groter].|The gap between rich and poor keeps widening.
4405|Veel gezinnen [zijn afhankelijk van twee inkomens].|Many families depend on two incomes.
4406|Kinderopvang [is een belangrijk onderwerp].|Childcare is an important issue.
4407|Er [is een tekort aan plekken in de kinderopvang].|There's a shortage of daycare places.
4408|Vrouwen [verdienen vaak minder dan mannen].|Women often earn less than men.
4409|Gelijkheid [is nog niet bereikt].|Equality hasn't been achieved yet.
4410|Veel mensen [doen vrijwilligerswerk].|Many people do voluntary work.
4411|Ik [ben actief bij een vereniging].|I'm involved in a club.
4412|Saamhorigheid [is belangrijker dan ooit].|Solidarity is more important than ever.
4413|Integratie [kost tijd en geduld].|Integration takes time and patience.
4414|Taal [is de sleutel tot integratie].|Language is the key to integration.
4415|Duitsland [is een immigratieland].|Germany is a country of immigration.
4416|Velen [hebben een migratieachtergrond].|Many have a migrant background.
4417|Vooroordelen [zijn hardnekkig].|Prejudices are stubborn.
4418|We [moeten vooroordelen wegnemen].|We have to break down prejudices.
4419|Racisme [mag geen plaats hebben].|Racism must have no place.
4420|Iedereen [verdient hetzelfde respect].|Everyone deserves the same respect.
4421|Tolerantie [is de basis van het samenleven].|Tolerance is the foundation of living together.
4422|De stad [is kleurrijk en divers].|The city is colorful and diverse.
4423|Op het platteland [trekken veel jongeren weg].|Many young people are moving away from the countryside.
4424|De hoge huren [drijven mensen de stad uit].|Rents are driving people out of the cities.
4425|Wonen [is voor veel mensen nauwelijks nog betaalbaar].|Housing is barely affordable for many.
4426|De dakloosheid [neemt toe].|Homelessness is on the rise.
4427|Het pensioen [is vaak niet genoeg om van te leven].|The pension often isn't enough to live on.
4428|Armoede onder ouderen [is een groeiend probleem].|Poverty in old age is a growing problem.
4429|De zorg voor ouderen [is een uitdaging].|Caring for the elderly is a challenge.
4430|Veel mensen [voelen zich eenzaam].|Many people feel lonely.
4431|Eenzaamheid [maakt je ziek].|Loneliness makes you ill.
4432|Burenhulp [werkt goed].|Neighborly help works well.
4433|Jong en oud [kunnen van elkaar leren].|Young and old can learn from each other.
4434|De generaties [hebben verschillende waarden].|The generations have different values.
4435|De jonge generatie [wil meepraten].|The young generation wants a say.
4436|Een goede balans tussen werk en privé [vinden jongeren belangrijk].|Work-life balance is important to young people.
4437|De rol van de vrouw [is sterk veranderd].|The role of women has changed a lot.
4438|Vaders [nemen steeds vaker ouderschapsverlof].|Fathers are taking parental leave more and more often.
4439|Het traditionele gezinsbeeld [verliest aan betekenis].|The traditional image of the family is losing importance.
4440|Er [zijn veel vormen van samenleven].|There are many forms of living together.
4441|Geweld [is geen oplossing].|Violence is no solution.
4442|De criminaliteit [is licht gedaald].|Crime has fallen slightly.
4443|De sociale samenhang [brokkelt zichtbaar af].|Social cohesion is visibly crumbling.
4444|De samenleving [is steeds meer gepolariseerd].|Society is increasingly polarized.
4445|De standpunten [zijn verhard].|The fronts have hardened.
4446|Er [is nauwelijks nog een echte dialoog].|There's hardly any real dialogue anymore.
4447|Iedereen [leeft in zijn eigen bubbel].|People move in their own bubble.
4448|Mensen die er anders over denken, [worden snel buitengesloten].|People who think differently are quickly excluded.
4449|We [moeten weer leren naar elkaar te luisteren].|We have to learn to listen to each other again.
4450|De sociale ongelijkheid [is toegenomen].|Social inequality has become more acute.
4451|Onderwijskansen [hangen sterk af van je afkomst].|Educational opportunities depend heavily on background.
4452|Sociale stijging [is moeilijker geworden].|Social mobility has become more difficult.
4453|Gelijke kansen [blijven een loze belofte].|Equal opportunity remains an unfulfilled promise.
4454|Armoede [gaat vaak van generatie op generatie over].|Poverty is often passed from generation to generation.
4455|De middenklasse [krimpt].|The middle class is shrinking.
4456|Veel mensen [zijn bang om erop achteruit te gaan].|Many fear social decline.
4457|De kloof tussen stad en platteland [wordt groter].|The gap between town and country is growing.
4458|Plattelandsregio's [voelen zich in de steek gelaten].|Rural regions feel left behind.
4459|De infrastructuur [wordt verwaarloosd].|Infrastructure is being neglected.
4460|De vergrijzing [legt druk op de sociale voorzieningen].|The aging of society is straining the social systems.
4461|Het generatiecontract [begint te wankelen].|The intergenerational contract is starting to falter.
4462|De pensioenkas [staat onder druk].|The pension fund is under pressure.
4463|Het tekort aan vakmensen [wordt steeds nijpender].|The shortage of skilled workers is worsening.
4464|Zonder immigratie [gaat het niet lukken].|It won't work without immigration.
4465|Integratie [is geen eenrichtingsverkeer].|Integration is not a one-way street.
4466|Beide kanten [moeten elkaar tegemoetkomen].|Both sides have to meet each other halfway.
4467|Parallelle samenlevingen [moeten worden voorkomen].|Parallel societies should be avoided.
4468|Diversiteit [is een verrijking].|Diversity is an enrichment.
4469|Discriminatie [is helaas dagelijkse realiteit].|Discrimination is unfortunately an everyday reality.
4470|Wie ermee te maken heeft, [ervaart vaak subtiele vormen van uitsluiting].|Those affected often experience subtle forms of exclusion.
4471|Het bewustzijn over racisme [is gegroeid].|Awareness of racism has grown.
4472|Er [is structurele verandering nodig].|Structural change is needed.
4473|Gelijke behandeling [moet wettelijk worden vastgelegd].|Equality must be enshrined in law.
4474|Het vrouwenquotum [is omstreden].|The quota for women is controversial.
4475|Vrouwen [zijn ondervertegenwoordigd in leidinggevende functies].|Women are underrepresented in leadership positions.
4476|Het glazen plafond [bestaat nog steeds].|The glass ceiling still exists.
4477|Zorgtaken [worden nauwelijks gewaardeerd].|Care work is hardly valued.
4478|De dubbele belasting [treft vooral vrouwen].|The double burden mainly affects women.
4479|De combinatie van werk en gezin [moet beter worden].|The compatibility of family and career has to be improved.
4480|Genderrollen [worden steeds vaker ter discussie gesteld].|Gender roles are increasingly being questioned.
4481|Het debat [wordt vaak emotioneel gevoerd].|The debate is often conducted emotionally.
4482|De toon [is erg grof].|The tone of discussion is rough.
4483|De drempel [is lager geworden].|Inhibitions have lowered.
4484|Respect [moet van twee kanten komen].|Respect goes both ways.
4485|Het maatschappelijk middenveld [speelt een beslissende rol].|Civil society plays a decisive role.
4486|Buurtinitiatieven [zetten zich in voor hun wijk].|Citizens' initiatives stand up for their neighborhood.
4487|Vrijwilligers [vormen de ruggengraat van veel verenigingen].|Voluntary work is the backbone of many clubs.
4488|Zonder vrijwilligers [zou veel instorten].|Without volunteers, a lot would collapse.
4489|Solidariteit [blijkt in tijden van crisis].|Solidarity shows itself in times of crisis.
4490|De bereidheid om te helpen [was overweldigend].|The willingness to help was overwhelming.
4491|De voedselbanken [voorzien mensen in nood van eten].|Food banks supply people in need with food.
4492|Het aantal mensen in nood [is gestegen].|The number of people in need has risen.
4493|Het sociale vangnet [heeft gaten].|The social safety net has gaps.
4494|De bijstand [moet een menswaardig leven mogelijk maken].|Citizen's income is supposed to enable a dignified life.
4495|Veel mensen [maken geen gebruik van uitkeringen waar ze recht op hebben].|Social benefits are often not claimed.
4496|Velen [schamen zich om hulp aan te vragen].|Many are ashamed to apply for help.
4497|Armoede [is vaak onzichtbaar].|Poverty is often invisible.
4498|De woningnood [is een urgent probleem].|The housing shortage is a pressing problem.
4499|Gentrificatie [verdrijft oorspronkelijke bewoners].|Gentrification displaces longtime residents.
4500|De sociale woningbouw [is jarenlang verwaarloosd].|Social housing was neglected for years.
4501|Stedenbouw [moet sociaal verantwoord zijn].|Urban planning has to be socially acceptable.
4502|De openbare ruimte [is van iedereen].|Public space belongs to everyone.
4503|Ontmoetingsplekken [bevorderen de saamhorigheid].|Meeting places foster community.
4504|De anonimiteit van de grote stad [heeft twee kanten].|The anonymity of the big city has two sides.
4505|De dorpsgemeenschap [houdt nog samen].|The village community still sticks together.
4506|Tradities [geven houvast].|Traditions provide stability.
4507|Waarden [zijn in beweging].|Values are in flux.
4508|Individualisme [is erg populair].|Individualism is highly valued.
4509|Zelfontplooiing [staat voor velen voorop].|Self-fulfillment is the priority for many.
4510|De prestatiedruk [begint al op school].|Pressure to perform starts at school.
4511|De samenleving [is gericht op efficiëntie].|Society is geared towards efficiency.
4512|Wie het tempo niet bijhoudt, [valt af].|Those who can't keep up fall by the wayside.
4513|De ellebogenmaatschappij [baart veel mensen zorgen].|The dog-eat-dog society worries many.
4514|Het algemeen belang [moet voorop staan].|The common good should come first.
4515|Eigenbelang [en gemeenschapszin] moeten in evenwicht zijn.|Self-interest and public spirit have to be balanced.
4516|Iedereen [is verantwoordelijk voor de gemeenschap].|Everyone bears responsibility for the community.
4517|We [mogen de zwaksten niet vergeten].|We mustn't forget the most vulnerable.
4518|Inclusie [betekent echte deelname voor iedereen].|Inclusion means real participation for everyone.
4519|Mensen met een beperking [lopen vaak tegen drempels aan].|People with disabilities often encounter barriers.
4520|Toegankelijkheid [is een grondrecht].|Accessibility is a basic right.
4521|De menselijke waardigheid [is onaantastbaar].|Human dignity is inviolable.
4522|Dat [is vastgelegd in de grondwet].|That's enshrined in the constitution.
4523|De vrijheid van meningsuiting [heeft grenzen].|Freedom of speech has limits.
4524|Haat en ophitsing [zijn online toegenomen].|Hate and incitement have increased online.
4525|Burgermoed [is nodig].|Moral courage is called for.
4526|Je [mag niet zomaar wegkijken].|You can't just look away.
4527|Wie zwijgt, [stemt toe].|Silence gives consent.
4528|We [moeten stelling nemen].|We have to take a stand.
4529|De democratie [draait om meedoen].|Democracy thrives on participation.
4530|Politieke onvrede [is wijdverbreid].|Disillusionment with politics is widespread.
4531|Het vertrouwen in instituties [neemt af].|Trust in institutions is dwindling.
4532|Complottheorieën [vinden steeds meer aanhangers].|Conspiracy theories are finding more and more followers.
4533|De samenleving [staat voor een zware beproeving].|Society is facing a severe test.
4534|Crises [werken als een vergrootglas].|Crises act like a magnifying glass.
4535|De pandemie [heeft bestaande ongelijkheden vergroot].|The pandemic exacerbated existing inequalities.
4536|Veel mensen [zitten psychisch niet goed in hun vel].|Many are in a fragile mental state.
4537|De veerkracht van de samenleving [wordt op de proef gesteld].|Society's resilience is being put to the test.
4538|Het gevoel van veiligheid [is veranderd].|The sense of safety has changed.
4539|De ervaren criminaliteit [is hoger dan de werkelijke].|Perceived crime is higher than actual crime.
4540|Preventie [werkt beter dan straf].|Prevention is more effective than punishment.
4541|Jeugdcriminaliteit [heeft vaak sociale oorzaken].|Youth crime often has social causes.
4542|Resocialisatie [moet voorop staan].|Rehabilitation has to be the priority.
4543|Verslaving [is een ziekte, geen karakterzwakte].|Addiction is an illness, not a character flaw.
4544|Over het drugsbeleid [wordt fel gediscussieerd].|Drug policy is debated controversially.
4545|Daar [is maatschappelijk consensus over].|There's a social consensus on that.
4546|Het onderwerp [verdeelt de samenleving].|The issue divides society.
4547|Dat [is een maatschappelijk taboe].|That's a social taboo.
4548|Het taboe [wordt langzaam doorbroken].|The taboo is slowly being broken.
4549|Mensen [praten openlijker over mentale gezondheid].|People talk more openly about mental health.
4550|Het stigma [is nog niet verdwenen].|The stigma hasn't disappeared yet.
4551|De samenleving [is opener geworden].|Society has become more open.
4552|Paren van hetzelfde geslacht [mogen trouwen].|Same-sex couples are allowed to marry.
4553|Dat [was een mijlpaal voor de gelijkheid].|That was a milestone for equality.
4554|Minderheden [moeten beschermd worden].|Minorities must be protected.
4555|De meerderheid [mag de minderheid niet overstemmen als het om grondrechten gaat].|The majority must not overrule the minority when it comes to basic rights.
4556|Over het samenleven [moet steeds opnieuw onderhandeld worden].|Living together has to be renegotiated again and again.
4557|De bereidheid tot compromissen [is onmisbaar].|Willingness to compromise is indispensable.
4558|Er [zijn geen eenvoudige antwoorden].|There are no simple answers.
4559|De waarheid [ligt meestal in het midden].|The truth usually lies somewhere in the middle.
4560|Dat [is een veelzijdig probleem].|That's a multifaceted problem.
4561|Je [moet niet iedereen over één kam scheren].|You can't lump everyone together.
4562|Met generalisaties [schiet niemand iets op].|Sweeping judgments don't help anyone.
4563|We [moeten nuances aanbrengen].|We should differentiate.
4564|Het [hangt van het individuele geval af].|It depends on the individual case.
4565|De oorzaken [liggen dieper].|The causes lie deeper.
4566|Het probleem [moet bij de wortel worden aangepakt].|The problem has to be tackled at the root.
4567|Symptoombestrijding [is niet genoeg].|Treating the symptoms isn't enough.
4568|Je [hebt een lange adem nodig].|It takes staying power.
4569|Verandering [begint klein].|Change starts small.
4570|Ieder individu [kan een bijdrage leveren].|Every individual can make a contribution.
4571|Kleine gebaren [kunnen veel teweegbrengen].|Small gestures can achieve a lot.
4572|We [zitten allemaal in hetzelfde schuitje].|We're all in the same boat.
4573|Samen [staan we sterker].|Together we are stronger.
4574|De samenleving [is maar zo sterk als haar zwakste schakel].|Society is only as strong as its weakest link.
4575|De verandering [valt niet tegen te houden].|Change can't be stopped.
4576|We [moeten de verandering actief vormgeven].|We have to actively shape change.
4577|Over de toekomst [wordt vandaag beslist].|The future is decided today.
4578|De volgende generatie [zal ons daarop beoordelen].|The next generation will judge us by it.
4579|We [zijn verantwoordelijk voor toekomstige generaties].|We bear responsibility for future generations.
4580|Rechtvaardigheid tussen generaties [is een belangrijk punt van zorg].|Intergenerational justice is a central concern.
4581|Jongeren [worden vaak onderschat].|Young people are often underestimated.
4582|Jonge mensen [willen serieus genomen worden].|Young people want to be taken seriously.
4583|Ouderen [beschikken over een schat aan ervaring].|Older people have a wealth of experience.
4584|De dialoog tussen de generaties [moet worden gestimuleerd].|Dialogue between the generations must be promoted.
4585|Meergeneratiewoningen [brengen jong en oud samen].|Multigenerational houses bring young and old together.
4586|Het wij-gevoel [is verloren gegaan].|The sense of togetherness has been lost.
4587|We [moeten het nieuw leven inblazen].|We have to revive it.
4588|De stemming in het land [is somber].|The mood in the country is subdued.
4589|Er [heerst grote onzekerheid].|There's great uncertainty.
4590|Mensen [verlangen naar stabiliteit].|People long for stability.
4591|Optimisme [werkt aanstekelijk].|Confidence is contagious.
4592|Er [is ook reden tot hoop].|There's also reason for hope.
4593|Veel [is ten goede veranderd].|Much has changed for the better.
4594|De vooruitgang [is niet te missen].|The progress is unmistakable.
4595|We [mogen wat we bereikt hebben niet op het spel zetten].|We mustn't jeopardize what has been achieved.
4596|De verworvenheden [moeten verdedigd worden].|The achievements must be defended.
4597|Vrijheid [is niet vanzelfsprekend].|Freedom isn't something to take for granted.
4598|Ik [lees het nieuws meestal online].|I usually read the news online.
4599|Ik [heb een abonnement op de krant].|I've subscribed to the newspaper.
4600|Ik [haal mijn informatie uit verschillende bronnen].|I get my information from various sources.
4601|Je [moet niet alles geloven wat er op internet staat].|You shouldn't believe everything that's on the internet.
4602|Het nieuws [ging als een lopend vuurtje rond].|The news spread like wildfire.
4603|De video [is viral gegaan].|The video went viral.
4604|Ik [volg haar op Instagram].|I follow her on Instagram.
4605|Hij [heeft duizenden volgers].|He has thousands of followers.
4606|Ik [zit te veel op mijn telefoon].|I spend too much time on my phone.
4607|Mijn schermtijd [is schrikbarend hoog].|My screen time is alarmingly high.
4608|Ik [neem een digitale pauze].|I'm taking a digital break.
4609|Ik [heb de app verwijderd].|I deleted the app.
4610|Ik [kijk bijna nooit meer gewone tv].|I hardly watch regular TV anymore.
4611|Ik [stream liever].|I prefer streaming.
4612|Die serie [is echt verslavend].|The series is totally addictive.
4613|Ik [heb het hele seizoen in één weekend gekeken].|I watched the whole season in one weekend.
4614|Ik [luister graag podcasts onderweg naar mijn werk].|I like listening to podcasts while commuting.
4615|De podcast [is goed onderzocht].|The podcast is well researched.
4616|Het interview [werd live uitgezonden].|The interview was broadcast live.
4617|Het programma [is elke zondag om acht uur].|The show airs every Sunday at eight.
4618|De kijkcijfers [vielen tegen].|The viewing figures were disappointing.
4619|De persconferentie [begint om tien uur].|The press conference starts at ten.
4620|Het artikel [zit achter een betaalmuur].|The article is behind a paywall.
4621|Ik [heb het artikel gedeeld].|I shared the article.
4622|De kop [is sensatiebelust].|The headline is sensational.
4623|Dat [is clickbait].|That's clickbait.
4624|Dat [is nepnieuws].|That's a false report.
4625|Het bericht [is inmiddels gecorrigeerd].|The report has since been corrected.
4626|Ik [controleer altijd de bron].|I always check the source.
4627|Dat [is niet betrouwbaar].|That's not reputable.
4628|Mijn wachtwoord [is gehackt].|My password was hacked.
4629|Ik [gebruik tweestapsverificatie].|I use two-factor authentication.
4630|Ik [maak regelmatig een back-up].|I make a backup regularly.
4631|Mijn batterij [is steeds leeg].|The battery is always dead.
4632|Door de update [is alles trager geworden].|The update slowed everything down.
4633|Ik [heb de nieuwste telefoon vooruitbesteld].|I preordered the latest phone.
4634|De techniek [ontwikkelt zich razendsnel].|Technology is developing rapidly.
4635|Kunstmatige intelligentie [verandert veel sectoren].|Artificial intelligence is changing many industries.
4636|Ik [laat me helpen door AI].|I get help from an AI.
4637|De digitalisering [gaat door].|Digitalization is advancing.
4638|Het internet op het platteland [is vaak traag].|The internet in the countryside is often slow.
4639|We [hebben eindelijk glasvezel].|We finally have fiber optics.
