1|[Hola], ¿qué tal?|Hi, how's it going?
4938|Recuperar las turberas [ayuda a capturar CO2].|Restoring peatlands captures CO2.
4939|El lobo [ha vuelto a Alemania].|The wolf has returned to Germany.
4940|Su vuelta [está provocando conflictos con los ganaderos].|Its return is causing conflicts with farmers.
4941|El ser humano [forma parte de la naturaleza, no es su dueño].|Humans are part of nature, not its rulers.
4942|[Tenemos que vivir en armonía con la naturaleza].|We have to live in harmony with nature.
4943|La naturaleza [se está vengando].|Nature is striking back.
4944|Destruir el medio ambiente [tiene un precio].|Environmental destruction has its price.
4945|La pandemia [demostró lo vulnerables que somos].|The pandemic showed how vulnerable we are.
4946|La crisis climática [es el mayor reto de nuestro tiempo].|The climate crisis is the greatest challenge of our time.
4947|La humanidad [se encuentra en una encrucijada].|Humanity is at a crossroads.
4948|Las decisiones de hoy [marcarán el mundo de mañana].|Today's decisions shape tomorrow's world.
4949|[No hay un planeta B].|There's no planet B.
4950|[La Tierra solo nos la han prestado nuestros hijos].|We've only borrowed the earth from our children.
4951|Cuidar el medio ambiente [empieza por uno mismo].|Environmental protection starts on your own doorstep.
4952|[Intento replantearme lo que consumo].|I try to question my consumption.
4953|¿[De verdad] necesito esto?|Do I really need that?
4954|Menos [suele ser más].|Less is often more.
4955|Reparar [en lugar de tirar].|Repair instead of throwing away.
4956|[Ya casi no me compro ropa nueva].|I hardly buy new clothes anymore.
4957|La moda rápida [tiene consecuencias devastadoras].|Fast fashion has devastating consequences.
4958|La industria textil [contamina ríos enteros].|The textile industry pollutes entire rivers.
4959|Las condiciones laborales [suelen ser inhumanas].|The working conditions are often inhumane.
4960|El precio [no refleja el coste real].|The price doesn't reflect the true costs.
4961|El coste medioambiental [lo acaba pagando la sociedad].|The environmental costs are passed on to the general public.
4962|El principio de quien contamina paga [tiene que aplicarse con rigor].|The polluter-pays principle must be consistently applied.
4963|Quien contamina [tiene que pagar].|Whoever pollutes the environment should pay for it.
4964|El balance medioambiental [es desalentador].|The environmental record is sobering.
4965|Los avances [son demasiado pequeños y lentos].|The progress is too small and too slow.
4966|[Tenemos que pisar el acelerador].|We have to step it up a gear.
4967|[Se acabó el tiempo de las excusas].|The time for excuses is over.
4968|¡Hechos, [no palabras]!|Actions, not words!
4969|El domingo [hay elecciones generales].|The federal election is on Sunday.
4970|[Voy a ir a votar sin falta].|I'm definitely going to vote.
4971|[He votado por correo].|I voted by mail.
4972|La participación [fue alta].|Voter turnout was high.
4973|El partido [ha ganado las elecciones].|The party won the election.
4974|El partido [no ha superado el umbral del cinco por ciento].|The party failed to clear the five-percent threshold.
4975|Los partidos [están negociando una coalición].|The parties are negotiating a coalition.
4976|El Gobierno [ha aprobado una nueva ley].|The government passed a new law.
4977|La ley [entra en vigor en enero].|The law comes into force in January.
4978|La oposición [critica duramente el plan].|The opposition sharply criticizes the plan.
4979|El canciller [ha dado un discurso].|The chancellor gave a speech.
4980|La ministra [ha dimitido].|The minister resigned.
4981|[Hubo un escándalo].|There was a scandal.
4982|Los resultados en las encuestas [han bajado].|The poll ratings have fallen.
4983|Los ciudadanos [están descontentos con el Gobierno].|Citizens are dissatisfied with the government.
4984|Mucha gente [sale a la calle].|Many are taking to the streets.
4985|La manifestación [transcurrió sin incidentes].|The demonstration was peaceful.
4986|[He firmado una petición].|I signed a petition.
4987|Cada voto [cuenta].|Every vote counts.
4988|[Van a subir] los impuestos.|Taxes are to be raised.
4989|El presupuesto [es ajustado].|The budget is tight.
4990|El Estado [tiene que recortar gastos].|The state has to save money.
4991|La burocracia [es demasiado complicada].|The bureaucracy is too complicated.
4992|[Tengo que hacer un trámite] en la administración.|I have to go to the authorities.
4993|[He presentado una solicitud].|I submitted an application.
4994|[Me han denegado] la solicitud.|The application was rejected.
4995|[Voy a presentar un recurso].|I'm filing an objection.
4996|Eso [está prohibido por ley].|That's prohibited by law.
4997|Eso [no está permitido].|That's not allowed.
4998|[Le pusieron una multa].|He was fined.
4999|La sentencia [todavía no es firme].|The verdict isn't final yet.
5000|[Necesito un abogado].|I need a lawyer.
5001|[Conozco mis derechos].|I know my rights.
5002|La policía [está investigando].|The police are investigating.
5003|[Han detenido] al autor.|The perpetrator was arrested.
5004|Europa [tiene que colaborar más estrechamente].|Europe must work more closely together.
5005|La UE [ha aprobado nuevas normas].|The EU adopted new rules.
5006|La guerra [ha obligado a mucha gente a huir].|The war forced many people to flee.
5007|La paz [no es algo que se pueda dar por hecho].|Peace isn't something to take for granted.
5008|Las negociaciones [han fracasado].|The negotiations failed.
5009|Los dos países [han firmado un acuerdo].|The two countries signed an agreement.
5010|La política [me interesa mucho].|Politics interests me a lot.
5011|Las negociaciones para formar coalición [se están complicando].|The coalition negotiations are proving difficult.
5012|Los partidos [están muy lejos en cuanto a contenidos].|The parties are far apart on policy.
5013|[Se pusieron de acuerdo en unos mínimos].|They agreed on a minimal consensus.
5014|El acuerdo de coalición [es un compromiso sobre el papel].|The coalition agreement is a paper compromise.
5015|El Gobierno [se tambalea].|The government is on shaky ground.
5016|La coalición [se ha roto].|The coalition has collapsed.
5017|[Habrá nuevas elecciones].|There will be new elections.
5018|El canciller [se sometió a una cuestión de confianza].|The chancellor called a vote of confidence.
5019|La oposición [acusa al Gobierno de haber fracasado].|The opposition accuses the government of failure.
5020|El Gobierno [rechaza las acusaciones].|The government rejects the accusations.
5021|El ministro [recibió duras críticas].|The minister came under criticism.
5022|La dimisión [era inevitable].|The resignation was inevitable.
5023|[Se aferra al cargo].|He's clinging to his post.
5024|El caso [se está extendiendo cada vez más].|The affair is spreading further and further.
5025|Las acusaciones [son graves].|The accusations are serious.
5026|Una comisión de investigación [debe esclarecer los hechos].|A committee of inquiry is to investigate the events.
5027|La transparencia [deja mucho que desear].|Transparency leaves a lot to be desired.
5028|Los grupos de presión [tienen demasiada influencia].|Lobbying has too much influence.
5029|La política [no puede dejarse secuestrar por los grupos de interés].|Politics mustn't allow itself to be captured by interest groups.
5030|Las promesas electorales [a menudo no se cumplen].|Election promises are often broken.
5031|La credibilidad de la política [se ha resentido].|The credibility of politics has suffered.
5032|Muchos votantes [no se sienten representados].|Many voters don't feel represented.
5033|Los extremos [están ganando apoyos].|The fringes are gaining support.
5034|El populismo [va en aumento].|Populism is on the rise.
5035|Los populistas [ofrecen respuestas simples a preguntas complejas].|Populists offer simple answers to complex questions.
5036|El centro político [se está desgastando].|The political center is eroding.
5037|El cordón sanitario [tiene que mantenerse].|The firewall (against extremists) is supposed to hold.
5038|Hay que [combatir el extremismo con firmeza].|Extremism must be resolutely combated.
5039|La democracia [tiene que saber defenderse].|Democracy has to be able to defend itself.
5040|La separación de poderes [es un principio básico del Estado de derecho].|The separation of powers is a fundamental principle of the rule of law.
5041|La justicia [tiene que seguir siendo independiente].|The judiciary must remain independent.
5042|Nadie [está por encima de la ley].|Nobody is above the law.
5043|El Tribunal Constitucional [ha tumbado la ley].|The Federal Constitutional Court struck down the law.
5044|La ley [es inconstitucional].|The law is unconstitutional.
5045|Los derechos fundamentales [son para todos].|Basic rights apply to everyone.
5046|Los derechos fundamentales [solo pueden restringirse en casos excepcionales].|Basic rights may only be restricted in exceptional cases.
5047|El federalismo [tiene ventajas e inconvenientes].|Federalism has advantages and disadvantages.
5048|Los estados federados [insisten en sus competencias].|The states insist on their jurisdiction.
5049|La educación [es competencia de los estados federados].|Education is a matter for the states.
5050|La pugna por las competencias [paraliza las reformas].|Wrangling over responsibilities paralyzes the reforms.
5051|La reforma [debería haberse hecho hace tiempo].|The reform is long overdue.
5052|La reforma [se ha descafeinado].|The reform was watered down.
5053|El borrador [encuentra una fuerte oposición].|The draft is meeting widespread resistance.
5054|El proyecto de ley [fue aprobado en el Bundestag].|The bill was passed in the Bundestag.
5055|El Bundesrat [todavía tiene que darle el visto bueno].|The Bundesrat still has to approve it.
5056|La ley [no pasó la cámara de los estados federados].|The law failed in the state chamber.
5057|El proyecto [está en punto muerto].|The project is on ice.
5058|El Gobierno [se está echando atrás].|The government is backpedaling.
5059|El giro de ciento ochenta grados [pilló a todos por sorpresa].|The U-turn came as a surprise.
5060|La disputa [se está aireando en público].|The dispute is being fought out in public.
5061|El Gobierno [no habla con una sola voz].|The government doesn't speak with one voice.
5062|La comunicación [fue un desastre].|The communication was a disaster.
5063|Los ciudadanos [se sienten ignorados].|Citizens feel ignored.
5064|La participación ciudadana [aumenta la aceptación].|Citizen participation strengthens acceptance.
5065|La democracia directa [también tiene sus trampas].|Direct democracy has its pitfalls too.
5066|Un referéndum [puede dividir a la sociedad].|A referendum can divide society.
5067|La reforma electoral [es polémica].|The electoral reform is controversial.
5068|[Se quiere bajar] la edad para votar a los 16 años.|The voting age is to be lowered to 16.
5069|Los partidos [intentan ganarse a los votantes jóvenes].|The parties are courting young voters.
5070|La campaña electoral [se está librando sin piedad].|The election campaign is being fought with no holds barred.
5071|El tono [se ha vuelto más duro].|The tone has become harsher.
5072|Los ataques personales [sustituyen a los argumentos].|Personal attacks replace factual arguments.
5073|El cara a cara televisado [aportó poco nuevo].|The TV debate brought little new.
5074|La candidata [consiguió anotarse puntos].|The candidate scored points.
5075|[Se metió en un buen lío] por hablar más de la cuenta.|He talked himself into trouble.
5076|Sus palabras [causaron indignación].|The statement caused outrage.
5077|[Tuvo que pedir disculpas públicamente].|He had to apologize publicly.
5078|La frase [se sacó de contexto].|The statement was taken out of context.
5079|[Es un maestro de la retórica].|He's a master of rhetoric.
5080|[Esquiva la pregunta con habilidad].|She skillfully dodges the question.
5081|[Se está yendo por las ramas].|He's beating around the bush.
5082|Eso [es puro postureo político].|That's pure symbolic politics.
5083|A las palabras [tienen que seguir los hechos].|Words must be followed by deeds.
5084|El Gobierno [tiene que cumplir].|The government has to deliver.
5085|El balance provisional [es desigual].|The interim assessment is mixed.
5086|El Gobierno [no ha cumplido la mayoría de sus objetivos].|The government has largely missed its targets.
5087|Hay que [sanear las cuentas públicas].|The budget must be consolidated.
5088|El freno a la deuda [reduce el margen de maniobra].|The debt brake limits the room for maneuver.
5089|[Falta inversión en infraestructuras].|There's a lack of investment in infrastructure.
5090|Los puentes y las carreteras [están en mal estado].|Bridges and roads are dilapidated.
5091|El retraso en inversiones [es enorme].|The investment backlog is enormous.
5092|La administración [está saturada].|The administration is overloaded.
5093|Los procedimientos [se alargan durante años].|The procedures drag on for years.
5094|[Llevan años prometiendo] reducir la burocracia.|Cutting red tape has been promised for years.
5095|La presión fiscal [es alta en comparación con otros países].|The tax burden is high by international comparison.
5096|La justicia fiscal [genera un intenso debate].|Tax fairness is controversially debated.
5097|El impuesto sobre el patrimonio [es un tema espinoso].|The wealth tax is a hot-button issue.
5098|Hay que [cerrar los resquicios fiscales].|Tax loopholes must be closed.
5099|El fraude fiscal [no es ninguna tontería].|Tax evasion is no minor offense.
5100|La política exterior [se enfrenta a nuevos retos].|Foreign policy faces new challenges.
5101|El orden mundial [está cambiando radicalmente].|The world order is in upheaval.
5102|La situación geopolítica [ha cambiado drásticamente].|The geopolitical situation has changed dramatically.
5103|El cambio de época [lo ha cambiado todo].|The turning point changed everything.
5104|[Va a aumentar] el gasto en defensa.|Defense spending is to increase.
5105|El ejército alemán [no está bien equipado].|The German armed forces are inadequately equipped.
5106|[Vuelve a debatirse] el servicio militar obligatorio.|Compulsory military service is being discussed again.
5107|La diplomacia [ha llegado a su límite].|Diplomacy has reached its limits.
5108|Las sanciones [tienen un efecto limitado].|The sanctions are having only limited effect.
5109|El conflicto [amenaza con agravarse].|The conflict threatens to escalate.
5110|La situación [es extremadamente tensa].|The situation is extremely tense.
5111|El alto el fuego [es frágil].|The ceasefire is fragile.
5112|Las conversaciones de paz [están estancadas].|The peace talks have stalled.
5113|La comunidad internacional [tiene que dar la cara].|The international community is called upon.
5114|La situación humanitaria [es catastrófica].|The humanitarian situation is catastrophic.
5115|Millones de personas [se han visto obligadas a huir].|Millions are fleeing.
5116|Acoger a refugiados [supone un problema para los municipios].|Taking in refugees poses problems for municipalities.
5117|Los municipios [piden más apoyo al Gobierno central].|The municipalities are demanding more support from the federal government.
5118|La política migratoria [divide a Europa].|Migration policy divides Europe.
5119|[Hace falta una solución europea].|A European solution is needed.
5120|[Se quiere proteger mejor] las fronteras exteriores.|The external borders are to be better protected.
5121|El derecho de asilo [es un derecho humano].|The right to asylum is a human right.
5122|Hay que [agilizar los trámites].|The procedures must be accelerated.
5123|La Unión Europea [es un proyecto de paz].|The European Union is a peace project.
5124|La UE [tiene que ganar capacidad de acción].|The EU must become more capable of acting.
5125|La regla de la unanimidad [bloquea las decisiones].|The unanimity principle paralyzes decisions.
5126|Los Estados miembros [tienen intereses distintos].|The member states pursue different interests.
5127|El Brexit [ha dejado una profunda huella].|Brexit has left deep marks.
5128|Los Estados nacionales [no ceden competencias con gusto].|Nation states are reluctant to give up powers.
5129|Las relaciones [se han enfriado notablemente].|Relations have cooled noticeably.
5130|Las conversaciones [se desarrollaron en un ambiente constructivo].|The talks took place in a constructive atmosphere.
5131|[Se acordó una declaración conjunta].|They agreed on a joint declaration.
5132|El acuerdo [es un gran avance diplomático].|The agreement is a diplomatic breakthrough.
5133|Aplicarlo [ya es otro cantar].|Implementation is another matter.
5134|[Se pisotean] los derechos humanos.|Human rights are being trampled underfoot.
5135|La libertad de prensa [se restringe de forma sistemática].|Freedom of the press is being systematically restricted.
5136|[Se persigue a] los opositores.|Opposition figures are being persecuted.
5137|El régimen [reprime cualquier crítica].|The regime suppresses all criticism.
5138|Las autocracias [ganan influencia en todo el mundo].|Autocracies are gaining influence worldwide.
5139|La democracia [está bajo presión en todo el mundo].|Democracy is under pressure worldwide.
5140|Unas elecciones [no bastan para hacer una democracia].|Elections alone don't make a democracy.
5141|El Estado de derecho [no es negociable].|The rule of law is non-negotiable.
5142|La corrupción [mina la confianza en el Estado].|Corruption undermines trust in the state.
5143|La justicia [ha querido dar un escarmiento].|The judiciary made an example of him.
5144|El caso [se archivó a cambio del pago de una multa].|The proceedings were dropped in exchange for a fine.
5145|El acusado [insiste en su inocencia].|The defendant protests his innocence.
5146|En caso de duda, [a favor del acusado].|When in doubt, in favor of the accused.
5147|Las pruebas [son escasas].|The evidence is thin.
5148|[Lo absolvieron por falta de pruebas].|He was acquitted for lack of evidence.
5149|[Ha recurrido la sentencia].|He has appealed.
5150|El caso [pasa a una instancia superior].|The case goes to the next instance.
5151|La sentencia [sienta un precedente importante].|The verdict sends a signal.
5152|Esto [es un precedente].|That's a precedent.
5153|La situación jurídica [está clara].|The legal situation is clear.
5154|La situación jurídica [no está nada clara].|The legal situation is anything but clear.
5155|Eso [está en un vacío legal].|That's in a legal gray area.
5156|Las leyes [suelen ir por detrás de la realidad].|Laws often lag behind reality.
5157|Tener razón y que te la den [son dos cosas distintas].|Being right and getting justice are two different things.
5158|La política [es el arte de lo posible].|Politics is the art of the possible.
5159|Los acuerdos [son la esencia de la democracia].|Compromises are the essence of democracy.
5160|La democracia [es la peor forma de gobierno, exceptuando todas las demás].|Democracy is the worst form of government, except for all the others.
5161|La libertad [hay que defenderla cada día].|Freedom must be defended anew every day.
5162|Callar [no es una opción].|Silence is not an option.
5163|Quien no vota [deja que otros decidan por él].|Those who don't vote leave the decision to others.
5164|La política [nos afecta a todos].|Politics concerns us all.
5165|La economía [crece muy despacio].|The economy is growing only slowly.
5166|La inflación [ha subido].|Inflation has risen.
5167|Los precios [suben más rápido que los sueldos].|Prices are rising faster than wages.
5168|[Han subido] los tipos de interés.|Interest rates were raised.
5169|El paro [ha bajado].|Unemployment has fallen.
5170|Muchas empresas [buscan personal urgentemente].|Many companies are urgently looking for staff.
5171|Las exportaciones [se han desplomado].|Exports have collapsed.
5172|La empresa [está perdiendo dinero].|The company is making losses.
5173|Los beneficios [se han duplicado].|Profit has doubled.
5174|Las acciones [se han hundido].|The stock crashed.
5175|La cotización [ha subido].|The share price has risen.
5176|[Invierto en un fondo].|I invest in a fund.
5177|Conviene [diversificar el dinero].|You should spread your money widely.
5178|[Para mí el riesgo es demasiado alto].|The risk is too high for me.
5179|El banco [me ha concedido un préstamo].|The bank gave me a loan.
5180|Los intereses de los préstamos [están altos].|Loan interest rates are high.
5181|Los alquileres [suben cada año].|Rents rise every year.
5182|Los gastos de energía [ahogan a muchos hogares].|Energy costs are a burden on many households.
5183|[Han subido] el salario mínimo.|The minimum wage was raised.
5184|Los sindicatos [piden subidas salariales].|The unions are demanding higher pay.
5185|[Hay huelga].|There's a strike on.
5186|La negociación del convenio [ha fracasado].|The collective bargaining talks have failed.
5187|[Llegaron a un acuerdo].|They agreed on a compromise.
5188|La empresa [traslada la producción al extranjero].|The company is moving production abroad.
5189|Muchos puestos de trabajo [están en peligro].|Many jobs are at risk.
5190|[Van a cerrar] la fábrica.|The plant is being closed.
5191|El sector [está en crisis].|The industry is in crisis.
5192|El turismo [se ha recuperado].|Tourism has recovered.
5193|El comercio electrónico [crece con fuerza].|Online retail is growing strongly.
5194|Las tiendas pequeñas [lo tienen difícil].|Small shops are having a hard time.
5195|Las cadenas de suministro [están interrumpidas].|The supply chains are disrupted.
5196|La demanda [se ha hundido].|Demand has collapsed.
5197|La oferta [es escasa].|Supply is scarce.
5198|[Hay mucha competencia].|The competition is fierce.
5199|[Han comprado] la empresa.|The company was taken over.
5200|Las dos empresas [se fusionan].|The two companies are merging.
5201|[Ha fundado una start-up].|She founded a start-up.
5202|La start-up [busca inversores].|The start-up is looking for investors.
5203|La idea [ha cuajado].|The idea caught on.
5204|La facturación [ha subido un diez por ciento].|Revenue rose by ten percent.
5205|[Tenemos que reducir costes].|We have to cut costs.
5206|El dinero [tiene que trabajar para ti].|Money should be put to work.
5207|La economía [se está enfriando notablemente].|The economy is cooling noticeably.
5208|La economía [está al borde de la recesión].|The economy is on the brink of recession.
5209|La economía [se ha contraído].|The economy has shrunk.
5210|Las previsiones [se han revisado a la baja].|The forecasts were revised downward.
5211|El ambiente en el mundo empresarial [está por los suelos].|The mood in the business world is subdued.
5212|Las empresas [se lo piensan dos veces antes de invertir].|Companies are holding back on investments.
5213|La incertidumbre [paraliza las ganas de invertir].|Uncertainty is paralyzing willingness to invest.
5214|Alemania [está perdiendo atractivo] como destino empresarial.|Germany is losing its appeal as a business location.
5215|Los precios de la energía [son una desventaja competitiva].|Energy prices are a competitive disadvantage.
5216|La industria [amenaza con irse a otro sitio].|Industry threatens to relocate.
5217|La desindustrialización [es un peligro real].|Deindustrialization is a real danger.
5218|Las pymes [son la columna vertebral de la economía].|Small and medium-sized businesses are the backbone of the economy.
5219|Muchas empresas familiares [no encuentran relevo].|Many family businesses can't find a successor.
5220|La dependencia de las exportaciones [hace vulnerable a la economía].|Dependence on exports makes the economy vulnerable.
5221|La globalización [tiene ganadores y perdedores].|Globalization has winners and losers.
5222|Los conflictos comerciales [lastran la economía mundial].|Trade conflicts are weighing on the global economy.
5223|Los aranceles punitivos [disparan los precios].|Punitive tariffs drive prices up.
5224|El proteccionismo [va en aumento en todo el mundo].|Protectionism is increasing worldwide.
5225|Las cadenas de suministro [tienen que ser más resilientes].|Supply chains must become more resilient.
5226|Depender de unos pocos países [es arriesgado].|Dependence on individual countries is risky.
5227|[Se está trayendo de vuelta la producción a Europa].|Production is being brought back to Europe.
5228|La inflación [se come los ahorros].|Inflation is eating up savings.
5229|El poder adquisitivo [ha bajado mucho].|Purchasing power has fallen significantly.
5230|El banco central [endurece la política monetaria].|The central bank is tightening monetary policy.
5231|La subida de los tipos de interés [afecta sobre todo a quienes se están haciendo una casa].|The interest rate turnaround mainly hits homebuilders.
5232|Los precios de la vivienda [han empezado a caer].|Property prices have started to slide.
5233|El mercado inmobiliario [está recalentado].|The property market is overheated.
5234|La burbuja [podría estallar].|The bubble could burst.
5235|Los mercados [reaccionaron con nerviosismo].|The markets reacted nervously.
5236|La bolsa [se desplomó en picado].|The stock market went into a slide.
5237|Las cotizaciones [se hundieron].|Prices collapsed.
5238|Los inversores [buscan refugio en valores seguros].|Investors are fleeing to safe havens.
5239|El oro [se considera un valor refugio].|Gold is considered a crisis currency.
5240|La volatilidad [es altísima].|Volatility is extremely high.
5241|Los especuladores [apuestan a la baja].|Speculators are betting on falling prices.
5242|Las criptomonedas [son muy especulativas].|Cryptocurrencies are highly speculative.
5243|[Solo deberías invertir el dinero que no necesitas].|You should only invest money you don't need.
5244|Quien juega fuerte [puede caer muy bajo].|Those who gamble big can fall hard.
5245|A largo plazo, [la paciencia tiene recompensa].|In the long term, patience pays off.
5246|El efecto del interés compuesto [no hay que subestimarlo].|The compound interest effect shouldn't be underestimated.
5247|Los planes de pensiones privados [son cada vez más importantes].|Private retirement provision is becoming more and more important.
5248|La pensión pública [no basta por sí sola].|The state pension alone isn't enough.
5249|[Hay que reformar el sistema de pensiones].|The pension system must be reformed.
5250|Las cotizaciones sociales [son demasiado altas].|Non-wage labor costs are too high.
5251|La carga fiscal [recae sobre todo en quienes menos ganan].|The tax burden weighs mainly on low earners.
5252|Los salarios reales [han bajado].|Real wages have fallen.
5253|La brecha salarial [entre hombres y mujeres] sigue existiendo.|The pay gap between men and women still exists.
5254|El sector de los salarios bajos [es demasiado grande].|The low-wage sector is too big.
5255|Mucha gente [tiene que pluriemplearse].|Many have to take several jobs.
5256|[Cada vez hay más empleo precario].|Precarious employment is increasing.
5257|La economía de plataformas [está cambiando el mundo laboral].|The platform economy is changing the world of work.
5258|Los falsos autónomos [son un problema].|Bogus self-employment is a problem.
5259|En el mercado laboral [no queda nadie disponible].|The labor market is swept clean.
5260|Las empresas [se pelean por los profesionales cualificados].|Companies are competing for skilled workers.
5261|Los trabajadores [tienen la sartén por el mango].|Employees have the upper hand.
5262|[Se está probando] la semana de cuatro días.|The four-day week is being tested.
5263|La productividad [tiene que aumentar].|Productivity has to increase.
5264|La automatización [sustituye las tareas rutinarias].|Automation is replacing routine tasks.
5265|La reconversión industrial [afecta a regiones enteras].|Structural change is hitting entire regions.
5266|Las comarcas mineras [necesitan nuevas perspectivas].|The coal regions need new prospects.
5267|El Estado [echa una mano].|The state is lending a helping hand.
5268|Las subvenciones [distorsionan la competencia].|Subsidies distort competition.
5269|Algunos opinan que el Estado [no debería meterse en la economía].|Some say the state should stay out of the economy.
5270|El mercado [no lo regula todo].|The market doesn't regulate everything.
5271|La economía social de mercado [ha demostrado que funciona].|The social market economy has proven itself.
5272|El crecimiento económico [no es un fin en sí mismo].|Economic growth isn't an end in itself.
5273|El PIB [no mide el bienestar].|GDP doesn't measure prosperity.
5274|La riqueza [está mal repartida].|Prosperity is unequally distributed.
5275|La concentración de la riqueza [es preocupante].|The concentration of wealth is worrying.
5276|El diez por ciento más rico [posee la mayor parte de la riqueza].|The richest ten percent own most of the wealth.
5277|Las herencias [aumentan la desigualdad].|Inheritances reinforce inequality.
5278|El impuesto de sucesiones [está lleno de excepciones].|The inheritance tax is full of exemptions.
5279|[El esfuerzo tiene que tener recompensa].|Hard work should pay off.
5280|El impuesto de sociedades [es alto en comparación].|Corporate taxes are high by comparison.
5281|Las multinacionales [desvían sus beneficios a paraísos fiscales].|Corporations shift their profits to tax havens.
5282|Un impuesto mínimo global [pretende evitarlo].|A global minimum tax is supposed to prevent that.
5283|[Se ha endurecido la supervisión bancaria].|Banking supervision was tightened.
5284|La crisis financiera [ha dejado huella].|The financial crisis left its mark.
5285|Los bancos [fueron rescatados con dinero público].|The banks were rescued with taxpayers' money.
5286|[Los beneficios se privatizan y las pérdidas se socializan].|Profits are privatized, losses socialized.
5287|La deuda pública [está en máximos históricos].|National debt is at a record level.
5288|Las deudas de hoy [son los impuestos de mañana].|Today's debts are tomorrow's taxes.
5289|Unos dicen que invertir en el futuro [justifica endeudarse más].|Some say investments in the future justify new debt.
5290|Otros [insisten en unas cuentas públicas saneadas].|Others insist on sound public finances.
5291|El debate [está muy ideologizado].|The debate is ideologically charged.
5292|Los economistas [no se ponen de acuerdo].|The economists disagree.
5293|El consejo de expertos económicos [ha rebajado su previsión].|The council of economic experts lowered its forecast.
5294|La política económica [crea incentivos equivocados].|Economic policy sets the wrong incentives.
5295|La recuperación [se hace esperar].|The upturn is a long time coming.
5296|[Hay primeros indicios de recuperación].|There are first signs of a recovery.
5297|[Parece que ya se ha tocado fondo].|The low point seems to have been passed.
5298|La economía [vuelve a coger ritmo].|The economy is picking up speed again.
5299|La cartera de pedidos [está más llena que nunca en mucho tiempo].|The order backlog is as high as it has been in a long time.
5300|La empresa [se está expandiendo en el extranjero].|The company is expanding abroad.
5301|La empresa [es líder mundial en su nicho].|The company is the world market leader in its niche.
5302|Los campeones ocultos [marcan la economía alemana].|The hidden champions shape the German economy.
5303|La empresa [se ha reinventado].|The company has reinvented itself.
5304|El modelo de negocio [se ha quedado anticuado].|The business model is no longer up to date.
5305|La disrupción [golpea con fuerza a las empresas consolidadas].|Disruption hits established companies hard.
5306|Quien no innova [se queda atrás].|Those who don't innovate fall behind.
5307|La cultura emprendedora [está poco desarrollada en Alemania].|The start-up culture is underdeveloped in Germany.
5308|Aquí el fracaso [está estigmatizado].|Failure is stigmatized in this country.
5309|[Falta capital riesgo].|There's a lack of venture capital.
5310|La start-up [está valorada en mil millones].|The start-up is valued at one billion.
5311|Las autoridades de competencia [han prohibido la adquisición].|The takeover was blocked by the antitrust authorities.
5312|[Hay que limitar el poder de mercado].|Market power must be limited.
5313|Los monopolios [perjudican a los consumidores].|Monopolies harm consumers.
5314|La competencia [es buena para el negocio].|Competition is good for business.
5315|La satisfacción del cliente [es lo primero].|Customer satisfaction comes first.
5316|La imagen de la empresa [se ha visto muy dañada].|The company's image has suffered badly.
5317|El escándalo [ha minado la confianza de los clientes].|The scandal shook customers' trust.
5318|El consejero delegado [tuvo que dimitir].|The CEO had to step down.
5319|Los accionistas [están molestos].|The shareholders are annoyed.
5320|La junta general de accionistas [fue muy movida].|The annual general meeting was turbulent.
5321|[Han recortado el dividendo].|The dividend was cut.
5322|Los sueldos de los directivos [están en el punto de mira].|Executive salaries are under fire.
5323|Los bonus [son injustificables].|The bonuses can't be justified.
5324|La cultura empresarial [tiene que cambiar].|The corporate culture has to change.
5325|Una gestión sostenible [se está convirtiendo en una ventaja competitiva].|Sustainable business is becoming a competitive advantage.
5326|Los consumidores [se fijan cada vez más en la sostenibilidad].|Consumers are paying increasing attention to sustainability.
5327|La ley de cadenas de suministro [obliga a las empresas a rendir cuentas].|The supply chain law holds companies accountable.
5328|Las empresas [son responsables de sus proveedores].|Companies bear responsibility for their suppliers.
5329|El trabajo infantil [no se puede tolerar].|Child labor must not be tolerated.
5330|Los costes [se repercuten en los clientes].|The costs are passed on to customers.
5331|Los márgenes [son mínimos].|The margins are wafer-thin.
5332|[Las cuentas no salen].|The math doesn't work out.
5333|El negocio [no es rentable hasta pasados unos años].|The business only pays off after years.
5334|La inversión inicial [es considerable].|The initial investment is considerable.
5335|El análisis de coste-beneficio [sale positivo].|The cost-benefit analysis is positive.
5336|Al final, [queda un beneficio].|At the end of the day, there's a profit.
5337|[Volvemos a tener números negros].|We're back in the black.
5338|La empresa [está muy endeudada].|The company is heavily in debt.
5339|[Ya no se pudo evitar] la quiebra.|Bankruptcy could no longer be averted.
5340|Un inversor [salvó la empresa].|An investor saved the company.
5341|El saneamiento [ha salido bien].|The restructuring succeeded.
5342|La economía [no es una ciencia exacta].|Economics is not an exact science.
5343|El futuro [no se puede predecir].|The future can't be predicted.
5344|El dinero no [da la felicidad], pero ayuda.|Money alone doesn't make you happy, but it's reassuring.
5345|Los investigadores [han hecho un descubrimiento importante].|The researchers made an important discovery.
5346|El estudio [muestra una relación clara].|The study shows a clear connection.
5347|Los resultados [son sorprendentes].|The results are surprising.
5348|El experimento [ha fracasado].|The experiment failed.
5349|[Tenemos que repetir el experimento].|We have to repeat the experiment.
5350|La teoría [se ha confirmado].|The theory was confirmed.
